aX,aY,aZ,gX,gY,gZ
-0.798,0.193,0.704,9.644,32.41,273.621
-0.75,0.413,0.627,-20.447,81.238,213.196
-0.681,0.64,0.524,-41.565,126.526,160.339
-0.58,0.82,0.415,-52.673,168.457,120.3
-0.451,0.934,0.335,-55.603,206.726,91.248
-0.334,0.964,0.26,-47.363,237.671,70.007
-0.233,0.94,0.151,-29.541,259.399,54.871
-0.132,0.911,0.01,-3.357,272.095,43.03
-0.026,0.871,-0.129,30.64,277.71,34.729
0.078,0.79,-0.251,64.026,280.334,33.752
0.197,0.668,-0.382,92.896,282.959,39.429
0.335,0.498,-0.532,120.361,290.466,46.997
0.469,0.282,-0.662,145.081,301.758,51.575
0.6,0.034,-0.774,160.767,313.232,50.232
0.767,-0.226,-0.906,164.917,322.327,42.419
0.943,-0.463,-1.085,158.447,327.332,29.663
1.088,-0.64,-1.305,144.836,327.393,16.357
1.215,-0.741,-1.548,127.136,321.899,5.127
1.321,-0.767,-1.769,106.445,311.89,-3.174
1.43,-0.747,-1.96,88.806,295.349,-6.897
1.493,-0.707,-2.104,73.73,277.1,-3.174
1.629,-0.696,-2.164,61.646,260.864,4.761
1.53,-0.664,-2.063,55.054,243.591,6.409
1.65,-0.631,-1.938,55.969,222.046,3.052
1.649,-0.65,-1.75,57.129,199.036,-1.038
1.671,-0.524,-1.314,51.086,173.645,-6.653
1.621,-0.526,-0.754,42.847,121.277,-0.427
1.69,-0.717,-0.938,40.955,30.396,-1.404
1.315,-0.74,-1.187,47.791,-38.025,-13.184
1.183,-0.521,-1.156,40.344,-64.88,-11.78
1.15,-0.45,-1.184,24.841,-76.111,-4.333
1.154,-0.388,-1.042,15.869,-72.815,2.747
1.177,-0.582,-0.867,12.817,-72.083,16.113
0.998,-0.697,-0.827,8.484,-79.285,7.751
1.013,-0.567,-0.934,15.808,-79.712,-5.371
0.848,-0.584,-0.942,6.104,-59.814,-0.977
0.772,-0.635,-0.801,-12.329,-26.367,-15.32
0.902,-0.663,-0.661,-12.695,-1.282,-24.475
0.893,-0.585,-0.519,-15.869,12.085,-33.081
0.885,-0.558,-0.426,-19.104,14.099,-39.978
0.883,-0.523,-0.397,-21.057,8.423,-42.542
0.893,-0.434,-0.37,-23.254,2.747,-41.138
0.907,-0.336,-0.292,-23.743,-3.906,-33.386
0.89,-0.327,-0.264,-23.621,-18.372,-22.339
0.852,-0.4,-0.326,-20.63,-36.56,-13.55
0.79,-0.42,-0.41,-14.954,-48.218,-10.071
0.718,-0.369,-0.525,-10.986,-49.255,-7.629
0.708,-0.302,-0.575,-9.277,-38.269,-4.395
0.7,-0.276,-0.554,-8.423,-22.827,-0.732
0.717,-0.295,-0.536,-6.714,-12.573,1.709
0.737,-0.294,-0.519,-3.357,-7.69,0.61
0.719,-0.284,-0.524,-0.977,-6.348,-1.526
0.719,-0.265,-0.528,-1.282,-5.127,-4.333
0.738,-0.278,-0.499,-3.967,-2.869,-5.615
0.734,-0.289,-0.454,-6.958,-2.441,-7.568
0.795,-0.267,-0.41,-7.874,-7.019,-9.705
0.813,-0.236,-0.391,-8.972,-17.7,-9.216
0.792,-0.247,-0.418,-11.353,-30.518,-5.737
0.759,-0.249,-0.468,-12.146,-40.405,-3.296
0.782,-0.26,-0.516,-9.46,-44.739,-0.61
0.735,-0.251,-0.55,-5.859,-43.701,0.061
0.683,-0.281,-0.601,-2.563,-38.208,0.305
0.667,-0.318,-0.635,-1.709,-25.879,-2.197
0.67,-0.288,-0.631,-2.93,-8.301,-4.7
0.682,-0.253,-0.611,-3.967,9.46,-5.249
0.714,-0.239,-0.572,-2.625,23.01,-5.371
0.764,-0.236,-0.509,-0.854,31.067,-4.395
0.804,-0.253,-0.419,-0.183,33.447,-1.648
0.822,-0.285,-0.354,-0.671,27.222,0.244
0.836,-0.306,-0.35,0.0,12.329,-1.099
0.817,-0.302,-0.405,1.77,-4.395,-2.93
0.768,-0.297,-0.485,1.709,-15.991,-4.395
0.736,-0.305,-0.546,0.183,-18.372,-5.066
0.73,-0.316,-0.576,-2.014,-13.062,-5.554
0.728,-0.33,-0.576,-2.93,-4.395,-6.226
0.743,-0.328,-0.559,-3.418,4.761,-7.996
0.773,-0.311,-0.527,-2.319,12.634,-8.728
0.798,-0.293,-0.49,-0.671,16.724,-7.874
0.818,-0.291,-0.463,1.038,16.235,-5.371
0.824,-0.313,-0.449,1.587,12.024,-1.77
0.834,-0.339,-0.45,0.854,6.042,1.221
0.83,-0.367,-0.463,0.305,0.244,3.174
-1.368,-0.607,0.9,27.161,-65.308,42.175
-1.45,-0.647,0.879,34.546,-86.853,48.645
-1.487,-0.672,0.898,34.973,-103.699,59.937
-1.52,-0.676,0.953,35.034,-118.469,73.242
-1.552,-0.663,1.01,39.795,-135.254,84.717
-1.598,-0.67,0.999,47.668,-159.424,94.91
-1.642,-0.745,0.923,53.223,-184.265,106.079
-1.704,-0.867,0.858,51.697,-203.308,118.103
-1.801,-0.985,0.811,43.274,-213.501,131.042
-1.878,-1.092,0.774,30.945,-215.454,143.311
-1.877,-1.171,0.797,14.465,-208.923,150.879
-1.831,-1.177,0.757,-7.202,-197.449,157.227
-1.783,-1.153,0.668,-34.18,-179.749,172.852
-1.686,-1.094,0.603,-67.322,-153.809,201.782
-1.573,-0.953,0.524,-91.614,-120.911,236.694
-1.497,-0.797,0.396,-105.957,-85.571,270.325
-1.426,-0.685,0.225,-117.859,-49.194,308.655
-1.342,-0.579,0.065,-128.418,-9.094,345.459
-1.218,-0.464,-0.08,-135.864,36.072,373.596
-1.059,-0.33,-0.205,-137.817,81.787,397.217
-0.904,-0.171,-0.275,-133.24,125.183,417.48
-0.749,0.023,-0.277,-122.925,163.025,433.411
-0.578,0.178,-0.239,-101.196,191.467,446.96
-0.407,0.244,-0.156,-72.205,207.642,458.13
-0.218,0.231,-0.005,-47.913,212.036,467.468
0.026,0.225,0.241,-32.043,204.346,478.516
0.308,0.268,0.592,-18.86,174.927,493.53
0.669,0.344,1.099,-1.831,108.154,512.329
0.581,0.292,0.689,8.545,-8.057,536.133
0.282,0.254,0.326,6.775,-92.041,560.486
0.159,0.118,0.29,27.466,-118.286,572.449
0.11,0.124,0.272,62.012,-131.348,559.143
0.102,0.283,0.303,85.815,-135.254,541.199
0.079,0.399,0.392,105.591,-135.071,531.982
0.044,0.473,0.501,125.549,-135.132,522.644
-0.07,0.46,0.611,146.179,-135.071,512.146
-0.111,0.365,0.634,159.363,-130.066,495.728
-0.206,0.254,0.672,159.058,-110.291,469.238
-0.3,0.155,0.715,150.635,-77.515,436.157
-0.361,0.058,0.763,130.066,-37.415,394.287
-0.374,-0.029,0.782,100.83,2.563,342.529
-0.394,-0.05,0.767,65.369,37.476,285.034
-0.415,0.014,0.699,26.184,66.101,226.929
-0.453,0.118,0.557,-11.658,89.783,170.837
-0.503,0.22,0.351,-45.837,114.502,120.667
-0.491,0.294,0.161,-72.327,148.254,77.026
-0.39,0.363,0.042,-84.778,189.819,37.231
-0.243,0.467,-0.037,-79.041,227.6,3.113
-0.096,0.581,-0.08,-57.739,255.859,-20.386
0.076,0.695,-0.138,-27.527,275.391,-29.602
0.209,0.756,-0.192,10.559,289.307,-21.851
0.315,0.734,-0.246,53.04,298.889,-1.221
0.416,0.622,-0.332,97.656,301.27,22.4
0.496,0.446,-0.455,137.451,298.889,45.044
0.6,0.23,-0.594,168.579,297.241,62.866
0.714,0.004,-0.735,194.092,298.706,71.289
0.826,-0.191,-0.88,208.984,302.368,71.228
0.929,-0.346,-1.036,200.928,301.636,67.139
0.933,-0.458,-1.307,172.485,292.786,58.167
1.099,-0.595,-1.561,138.794,285.889,43.823
1.113,-0.66,-1.75,104.187,277.832,23.926
1.306,-0.673,-1.908,73.364,262.634,1.831
1.374,-0.68,-2.044,51.514,248.413,-18.188
1.31,-0.698,-2.092,37.964,244.751,-37.415
1.67,-0.562,-1.926,35.828,246.277,-57.068
1.672,-0.315,-1.715,38.391,236.633,-54.565
1.657,-0.443,-1.52,32.959,211.121,-35.156
1.483,-0.734,-1.641,26.306,175.232,-35.828
1.541,-0.717,-1.263,32.776,149.963,-46.631
1.408,-0.513,-1.265,34.851,107.117,-41.199
1.357,-0.492,-1.112,34.607,68.115,-31.067
1.309,-0.47,-0.917,31.006,22.949,-12.024
1.452,-0.658,-0.889,34.302,-28.015,7.69
1.23,-0.72,-0.955,38.452,-68.237,12.512
0.905,-0.737,-1.064,40.71,-84.106,18.433
0.901,-0.913,-1.134,33.63,-75.562,18.982
0.81,-0.918,-1.091,25.696,-45.105,-4.089
0.803,-0.82,-0.966,20.386,-7.996,-19.958
0.833,-0.699,-0.805,6.775,21.667,-30.762
0.909,-0.637,-0.628,-3.784,37.903,-39.856
0.979,-0.59,-0.432,-9.705,36.987,-41.626
1.009,-0.539,-0.271,-16.235,17.456,-38.696
1.019,-0.525,-0.218,-23.071,-16.968,-32.41
0.954,-0.527,-0.292,-27.771,-55.725,-25.818
0.861,-0.507,-0.427,-28.809,-85.388,-20.691
0.763,-0.45,-0.566,-26.184,-97.412,-16.296
0.697,-0.381,-0.644,-21.973,-92.163,-11.414
0.64,-0.352,-0.668,-17.944,-75.439,-5.981
0.628,-0.357,-0.664,-14.893,-53.467,-1.587
0.639,-0.373,-0.656,-10.986,-31.128,0.793
0.618,-0.363,-0.639,-7.874,-11.047,1.038
0.656,-0.314,-0.58,-6.042,4.578,0.122
0.726,-0.319,-0.543,-2.991,12.268,0.305
0.674,-0.316,-0.55,-2.502,11.658,-1.221
0.72,-0.31,-0.515,-1.526,9.216,-3.723
0.789,-0.244,-0.44,-2.197,2.93,-3.662
0.791,-0.246,-0.443,-6.531,-11.414,0.427
0.773,-0.258,-0.493,-8.789,-28.137,1.648
0.716,-0.263,-0.59,-8.362,-41.016,3.906
0.681,-0.276,-0.67,-10.559,-43.335,4.272
0.636,-0.294,-0.697,-12.634,-35.461,2.258
0.615,-0.313,-0.689,-14.038,-21.667,-1.648
0.628,-0.314,-0.656,-15.137,-7.385,-7.019
0.646,-0.297,-0.602,-15.381,4.822,-12.207
0.673,-0.277,-0.546,-16.174,13.123,-15.564
0.714,-0.253,-0.501,-17.151,15.869,-15.93
0.744,-0.229,-0.478,-16.235,12.817,-12.756
0.755,-0.216,-0.481,-11.475,6.042,-7.629
0.753,-0.21,-0.511,-6.531,-2.014,-1.221
0.738,-0.219,-0.558,-1.221,-8.972,4.761
0.714,-0.259,-0.6,4.456,-13.062,8.118
0.705,-0.307,-0.62,6.958,-13.428,9.094
0.698,-0.351,-0.614,6.47,-10.864,7.385
0.689,-0.378,-0.591,4.456,-7.019,3.174
0.69,-0.386,-0.561,1.282,-3.967,-2.563
0.696,-0.381,-0.53,-3.723,-1.709,-7.812
0.705,-0.369,-0.505,-9.094,-0.305,-12.512
0.713,-0.355,-0.492,-13.733,0.366,-15.686
0.721,-0.34,-0.493,-15.869,0.671,-17.517
-1.437,-0.743,0.7,33.264,-57.861,62.988
-1.554,-0.814,0.709,35.583,-77.942,74.402
-1.645,-0.87,0.733,37.903,-95.825,82.947
-1.696,-0.919,0.767,38.513,-108.765,88.989
-1.725,-0.967,0.808,37.537,-121.521,91.858
-1.757,-1.027,0.831,35.339,-137.268,91.736
-1.776,-1.116,0.878,28.442,-156.25,92.041
-1.812,-1.173,0.798,19.897,-177.612,96.68
-1.843,-1.2,0.693,8.545,-190.857,106.934
-1.812,-1.205,0.666,-5.493,-186.462,124.207
-1.709,-1.175,0.687,-23.621,-171.082,149.292
-1.589,-1.077,0.615,-46.082,-150.024,177.307
-1.461,-0.893,0.489,-65.552,-117.615,211.853
-1.418,-0.691,0.392,-75.073,-73.12,255.432
-1.364,-0.591,0.345,-88.623,-23.682,307.739
-1.217,-0.558,0.231,-102.783,17.09,353.699
-1.065,-0.524,0.091,-109.924,51.514,386.169
-0.931,-0.419,-0.025,-111.023,84.229,413.635
-0.818,-0.291,-0.118,-105.774,111.755,437.073
-0.708,-0.131,-0.172,-97.717,135.071,452.759
-0.564,0.042,-0.164,-84.9,155.09,466.187
-0.4,0.156,-0.086,-62.561,166.687,480.225
-0.23,0.205,0.055,-44.128,166.382,494.202
-0.016,0.243,0.278,-34.119,154.907,511.536
0.229,0.28,0.595,-17.822,124.023,533.691
0.518,0.331,1.001,6.836,58.777,555.664
0.497,0.29,0.728,25.757,-44.861,579.346
0.268,0.242,0.415,32.776,-124.634,602.417
0.169,0.12,0.404,52.612,-152.344,616.638
0.078,0.089,0.419,85.266,-167.053,609.741
0.01,0.164,0.439,109.192,-174.255,594.116
-0.04,0.169,0.505,126.526,-174.255,581.055
-0.122,0.13,0.598,139.16,-167.542,561.951
-0.235,0.063,0.658,149.536,-156.982,535.156
-0.302,0.015,0.661,147.156,-136.841,500.977
-0.385,0.004,0.682,135.498,-102.6,460.937
-0.453,-0.018,0.738,122.375,-62.622,417.053
-0.488,-0.026,0.793,98.145,-25.696,367.004
-0.523,-0.006,0.782,65.552,5.676,311.462
-0.571,0.063,0.672,28.381,36.072,254.944
-0.605,0.16,0.501,-9.766,70.923,200.439
-0.599,0.249,0.318,-45.044,113.647,147.034
-0.515,0.342,0.167,-71.533,163.757,97.229
-0.383,0.447,0.038,-83.801,214.661,52.246
-0.236,0.558,-0.083,-84.167,259.277,17.883
-0.066,0.656,-0.157,-75.5,296.814,-1.892
0.122,0.736,-0.208,-51.819,323.242,-10.681
0.241,0.788,-0.263,-14.038,334.656,-9.644
0.339,0.753,-0.334,25.085,335.51,2.625
0.442,0.619,-0.423,63.66,330.994,19.897
0.482,0.468,-0.543,102.539,324.402,34.729
0.51,0.297,-0.717,133.606,319.275,47.058
0.607,0.036,-0.831,151.062,321.228,53.711
0.702,-0.128,-0.966,159.485,324.768,45.654
0.858,-0.247,-1.039,159.729,323.547,34.607
0.939,-0.48,-1.177,145.325,311.707,17.822
0.944,-0.431,-1.493,127.319,297.241,-11.292
1.231,-0.391,-1.6,111.572,290.039,-26.306
1.384,-0.365,-1.641,86.609,274.841,-31.982
1.515,-0.423,-1.71,67.81,247.62,-35.034
1.594,-0.44,-1.812,61.218,215.149,-33.691
1.603,-0.424,-1.924,59.082,179.565,-27.039
1.578,-0.431,-2.06,57.373,149.414,-23.193
1.481,-0.464,-2.131,60.242,136.536,-22.461
1.503,-0.496,-2.016,57.434,140.32,-23.56
1.442,-0.523,-1.649,42.297,142.395,-26.611
1.661,-0.64,-1.338,30.518,120.728,-27.649
1.512,-0.585,-1.026,30.701,78.308,-30.09
1.467,-0.644,-0.846,36.438,19.104,-25.94
1.37,-0.641,-0.869,32.837,-45.41,-22.461
1.194,-0.717,-0.942,27.1,-89.111,-20.081
1.041,-0.724,-0.977,17.151,-106.262,-19.836
0.977,-0.716,-0.997,8.484,-104.797,-21.484
0.887,-0.697,-0.971,0.122,-90.515,-25.33
0.777,-0.707,-0.888,-6.958,-69.458,-30.212
0.787,-0.738,-0.831,-10.742,-47.729,-38.513
0.757,-0.657,-0.692,-11.292,-25.94,-48.401
0.826,-0.588,-0.554,-13.367,-11.108,-50.476
0.844,-0.497,-0.402,-17.029,-7.324,-50.842
0.837,-0.498,-0.334,-20.264,-14.038,-42.542
0.792,-0.533,-0.327,-23.621,-24.048,-36.133
0.776,-0.515,-0.362,-22.461,-31.006,-32.532
0.748,-0.463,-0.383,-20.447,-32.166,-27.039
0.743,-0.421,-0.414,-21.606,-30.273,-19.897
0.747,-0.401,-0.437,-20.447,-26.672,-12.878
0.723,-0.384,-0.454,-17.09,-21.423,-5.066
0.718,-0.374,-0.476,-13.0,-16.541,0.122
0.719,-0.355,-0.487,-7.812,-11.475,3.174
0.72,-0.34,-0.497,-4.333,-7.019,5.493
0.718,-0.34,-0.515,-3.418,-4.944,6.592
0.711,-0.339,-0.541,-5.432,-5.005,6.042
0.706,-0.326,-0.56,-6.409,-6.897,3.235
0.713,-0.307,-0.567,-7.263,-9.033,-0.427
0.719,-0.303,-0.565,-8.972,-10.803,-3.296
0.724,-0.308,-0.561,-10.803,-12.085,-5.981
0.734,-0.309,-0.555,-12.939,-13.855,-8.179
0.735,-0.298,-0.557,-14.832,-15.869,-9.644
0.73,-0.289,-0.567,-16.235,-17.334,-9.583
0.722,-0.278,-0.576,-16.785,-17.334,-8.728
0.714,-0.266,-0.578,-15.869,-16.174,-7.507
0.702,-0.263,-0.569,-14.343,-14.343,-6.653
0.699,-0.275,-0.561,-13.123,-12.024,-5.737
0.699,-0.289,-0.542,-12.207,-9.644,-5.188
0.711,-0.285,-0.513,-10.925,-7.996,-4.456
0.734,-0.265,-0.493,-8.118,-8.667,-2.93
0.73,-0.243,-0.477,-3.784,-11.963,-0.916
0.732,-0.261,-0.485,-0.366,-15.991,1.953
0.69,-0.322,-0.517,1.099,-18.188,4.517
0.687,-0.334,-0.501,1.77,-15.747,3.845
0.705,-0.335,-0.485,0.854,-12.573,4.333
0.689,-0.333,-0.502,-2.38,-10.193,3.845
0.705,-0.3,-0.508,-4.456,-6.165,4.211
0.704,-0.298,-0.508,-7.141,-1.77,6.958
0.7,-0.322,-0.512,-9.705,1.526,7.019
0.704,-0.341,-0.514,-8.789,4.456,5.859
0.709,-0.339,-0.52,-7.507,8.118,3.784
0.728,-0.325,-0.524,-6.653,11.169,1.648
0.745,-0.303,-0.52,-4.089,12.39,0.366
0.772,-0.279,-0.508,0.244,11.963,0.671
-1.408,-0.903,0.786,71.716,-96.924,86.487
-1.573,-1.1,0.825,71.899,-126.038,111.145
-1.73,-1.162,0.874,63.477,-143.311,124.634
-1.824,-1.156,0.88,55.603,-151.306,126.282
-1.785,-1.182,0.959,46.631,-153.137,127.93
-1.758,-1.21,0.969,38.269,-159.607,130.981
-1.749,-1.285,0.96,34.546,-173.462,137.207
-1.775,-1.335,0.882,28.809,-194.031,143.921
-1.751,-1.398,0.793,13.855,-209.717,155.762
-1.735,-1.386,0.673,-8.24,-216.614,174.5
-1.684,-1.409,0.579,-33.63,-208.801,200.562
-1.583,-1.36,0.507,-60.364,-192.932,227.966
-1.461,-1.223,0.337,-79.407,-168.457,255.615
-1.404,-1.056,0.13,-95.093,-132.629,289.368
-1.382,-0.876,0.004,-115.54,-81.604,335.815
-1.315,-0.703,-0.069,-131.836,-26.978,378.113
-1.177,-0.545,-0.167,-131.714,24.902,411.133
-1.023,-0.334,-0.23,-124.695,76.294,442.2
-0.885,-0.102,-0.211,-114.99,121.216,471.375
-0.709,0.112,-0.144,-101.135,156.189,497.192
-0.493,0.253,-0.033,-79.346,174.744,523.437
-0.314,0.336,0.123,-50.903,176.27,546.692
-0.14,0.424,0.354,-22.949,162.72,569.092
0.067,0.526,0.637,4.028,128.418,596.13
0.264,0.561,0.894,35.278,65.796,624.146
0.363,0.5,0.922,66.589,-20.203,645.691
0.267,0.4,0.673,93.872,-105.164,658.63
0.142,0.239,0.532,118.713,-154.724,659.302
0.015,0.121,0.452,139.832,-183.289,646.912
-0.092,0.073,0.392,152.161,-199.463,624.573
-0.284,0.035,0.445,159.485,-198.059,593.079
-0.397,-0.01,0.503,163.208,-187.5,550.537
-0.499,-0.015,0.562,152.954,-164.917,502.197
-0.616,-0.003,0.62,135.62,-131.226,454.285
-0.734,0.017,0.65,113.464,-90.454,402.039
-0.818,0.025,0.642,82.397,-41.87,344.177
-0.822,0.033,0.612,42.297,11.902,283.386
-0.78,0.065,0.55,0.732,64.392,219.238
-0.728,0.178,0.413,-39.612,111.145,152.771
-0.641,0.345,0.235,-77.271,156.006,92.712
-0.533,0.523,0.043,-106.14,202.209,43.518
-0.383,0.657,-0.118,-118.774,248.596,4.456
-0.186,0.734,-0.201,-111.877,290.771,-24.414
0.029,0.807,-0.27,-87.097,321.655,-44.006
0.179,0.925,-0.384,-48.096,338.257,-50.537
0.308,1.008,-0.522,-0.366,345.642,-39.978
0.434,0.956,-0.635,51.819,347.656,-17.822
0.559,0.793,-0.727,102.905,344.482,6.592
0.7,0.569,-0.815,146.606,338.745,30.396
0.858,0.273,-0.891,179.504,333.74,48.34
0.977,-0.054,-1.0,200.134,326.66,51.88
1.086,-0.202,-1.198,206.543,317.139,40.833
1.23,-0.286,-1.283,190.918,309.998,32.227
1.324,-0.283,-1.483,156.677,295.532,24.536
1.47,-0.38,-1.724,120.911,276.489,22.095
1.442,-0.518,-1.926,88.562,259.277,16.907
1.392,-0.619,-2.028,61.646,245.911,6.958
1.733,-0.449,-2.002,42.297,230.469,-8.179
1.698,-0.408,-1.895,26.794,204.468,-8.972
1.508,-0.507,-1.918,9.277,165.833,-11.108
1.256,-0.809,-2.221,10.864,140.076,-30.334
1.356,-0.69,-1.846,13.672,155.334,-59.387
1.313,-0.644,-1.474,4.883,157.104,-76.843
1.383,-0.48,-1.096,6.836,133.606,-87.83
1.342,-0.415,-0.921,17.7,91.309,-72.205
1.365,-0.376,-0.722,18.433,42.175,-45.288
1.219,-0.548,-0.632,19.165,-13.062,-14.771
1.11,-0.732,-0.681,21.729,-69.153,0.549
1.011,-0.825,-0.79,24.841,-111.328,4.822
0.877,-0.824,-0.897,23.193,-129.211,-0.549
0.749,-0.788,-0.977,15.869,-125.916,-7.874
0.666,-0.757,-1.014,5.859,-105.225,-16.235
0.61,-0.714,-1.003,-3.235,-73.853,-25.513
0.589,-0.684,-0.941,-9.155,-37.781,-34.363
0.619,-0.629,-0.82,-14.404,-2.075,-42.358
0.713,-0.539,-0.632,-18.25,26.367,-45.166
0.839,-0.43,-0.418,-21.179,37.964,-39.673
0.924,-0.358,-0.244,-22.522,27.527,-26.611
0.951,-0.314,-0.153,-22.705,-3.235,-9.827
0.936,-0.359,-0.251,-19.287,-45.471,7.935
0.753,-0.418,-0.456,-14.893,-80.383,19.104
0.73,-0.406,-0.553,-10.498,-93.079,22.461
0.673,-0.419,-0.68,-8.24,-90.454,23.437
0.591,-0.365,-0.792,-8.606,-74.585,18.86
0.572,-0.284,-0.852,-6.409,-46.875,15.076
0.589,-0.248,-0.859,-5.127,-17.151,12.817
0.615,-0.262,-0.777,-6.042,9.644,6.714
0.676,-0.302,-0.665,-4.211,28.015,0.854
0.729,-0.333,-0.555,-2.075,35.339,-6.958
0.767,-0.327,-0.467,-2.136,31.799,-16.357
0.803,-0.288,-0.417,-4.944,18.982,-21.545
0.802,-0.254,-0.424,-10.193,1.16,-21.79
0.774,-0.24,-0.474,-14.832,-15.991,-19.287
0.731,-0.243,-0.545,-17.212,-29.053,-14.526
0.692,-0.244,-0.605,-18.311,-33.997,-10.498
0.658,-0.254,-0.649,-17.822,-31.677,-8.24
0.64,-0.263,-0.664,-16.602,-23.376,-6.775
0.634,-0.268,-0.655,-15.93,-12.329,-5.859
0.644,-0.273,-0.625,-14.587,-2.93,-6.042
0.665,-0.273,-0.591,-11.169,2.563,-7.935
0.686,-0.27,-0.568,-7.812,4.15,-9.338
0.701,-0.266,-0.56,-5.676,3.296,-10.254
0.709,-0.263,-0.559,-3.662,1.343,-10.376
0.712,-0.274,-0.566,-2.258,-1.465,-10.254
0.711,-0.287,-0.581,-2.197,-3.357,-9.46
0.712,-0.298,-0.596,-2.502,-2.747,-8.301
0.713,-0.305,-0.596,-3.296,-0.122,-6.836
0.719,-0.309,-0.584,-5.005,2.197,-5.005
0.724,-0.314,-0.565,-6.653,3.723,-2.93
0.716,-0.324,-0.547,-7.996,3.967,-1.465
0.712,-0.34,-0.539,-8.85,2.686,-1.404
0.699,-0.36,-0.536,-10.437,1.221,-1.77
0.688,-0.378,-0.533,-13.55,0.488,-2.686
0.684,-0.381,-0.532,-17.09,0.305,-4.272
0.677,-0.373,-0.533,-19.287,0.549,-5.676
0.676,-0.356,-0.542,-19.958,1.038,-6.775
0.681,-0.339,-0.555,-19.531,2.258,-6.775
0.687,-0.329,-0.562,-17.639,4.028,-6.348
0.694,-0.333,-0.561,-15.076,6.348,-5.188
-1.065,-0.939,0.963,7.751,-87.891,11.597
-1.171,-1.057,0.994,12.207,-125.977,20.447
-1.254,-1.113,1.063,8.972,-160.278,26.55
-1.316,-1.091,1.109,3.784,-191.711,30.09
-1.381,-1.039,1.111,1.221,-223.022,34.729
-1.445,-1.015,1.062,-1.099,-250.549,40.1
-1.516,-0.992,0.938,-7.141,-268.555,46.936
-1.581,-0.977,0.82,-14.038,-270.813,58.167
-1.599,-0.954,0.772,-19.47,-257.629,75.012
-1.587,-0.95,0.778,-26.245,-238.953,95.703
-1.535,-0.989,0.792,-38.33,-221.802,122.314
-1.482,-0.967,0.741,-54.199,-204.407,150.635
-1.398,-0.853,0.647,-68.909,-181.458,180.908
-1.301,-0.697,0.554,-78.064,-148.865,215.576
-1.223,-0.535,0.435,-80.322,-109.68,251.892
-1.168,-0.425,0.34,-79.468,-65.918,292.603
-1.085,-0.371,0.281,-78.613,-21.851,331.238
-0.952,-0.328,0.216,-77.637,17.456,358.948
-0.803,-0.25,0.155,-73.425,50.781,380.188
-0.676,-0.153,0.12,-66.162,78.674,399.719
-0.549,-0.067,0.112,-56.396,98.816,417.297
-0.427,-0.013,0.137,-41.504,110.535,430.542
-0.318,0.026,0.185,-23.682,116.272,439.697
-0.22,0.072,0.246,-6.287,116.15,446.289
-0.13,0.137,0.325,9.033,109.68,450.317
-0.038,0.206,0.4,21.362,96.497,454.834
0.045,0.258,0.468,32.715,75.989,464.05
0.097,0.271,0.515,46.204,48.767,474.792
0.129,0.302,0.541,62.439,17.212,486.389
0.115,0.295,0.525,87.036,-12.207,496.216
0.071,0.286,0.493,109.985,-38.025,503.235
0.009,0.312,0.474,132.141,-58.594,509.644
-0.044,0.309,0.47,157.288,-69.092,513.672
-0.122,0.302,0.487,178.589,-67.017,514.648
-0.163,0.234,0.485,194.458,-56.335,510.437
-0.171,0.151,0.47,195.374,-37.354,498.291
-0.223,0.034,0.472,185.852,-10.071,478.821
-0.285,-0.059,0.478,162.415,21.973,453.003
-0.343,-0.108,0.448,133.057,55.054,418.701
-0.412,-0.132,0.394,102.051,88.318,375.061
-0.455,-0.137,0.312,62.622,120.178,326.355
-0.462,-0.12,0.181,16.907,148.743,275.635
-0.445,-0.071,0.023,-29.114,177.551,223.755
-0.416,-0.018,-0.105,-69.031,209.412,170.349
-0.333,0.046,-0.237,-100.83,242.859,119.873
-0.21,0.147,-0.364,-122.253,278.076,74.585
-0.108,0.269,-0.46,-128.723,313.904,36.377
0.007,0.398,-0.529,-120.3,347.473,8.728
0.164,0.52,-0.594,-96.191,373.657,-7.751
0.318,0.641,-0.673,-59.692,390.747,-11.475
0.42,0.688,-0.764,-16.235,397.888,-1.099
0.484,0.667,-0.93,23.926,397.278,20.63
0.626,0.471,-1.121,59.021,393.311,49.927
0.783,0.08,-1.382,89.783,384.46,70.251
1.046,-0.101,-1.609,118.652,365.723,66.895
1.296,-0.212,-1.726,146.973,329.59,68.726
1.406,-0.276,-1.757,150.452,270.325,73.608
1.47,-0.421,-1.922,135.803,204.529,69.275
1.196,-0.56,-2.58,124.268,169.434,65.125
1.041,-0.85,-2.965,94.238,232.666,63.599
1.384,-0.724,-2.276,12.207,316.345,15.015
1.764,-0.833,-1.893,-28.198,324.219,-30.09
1.695,-0.743,-1.797,-33.02,274.78,-65.857
1.534,-0.624,-1.731,-26.489,209.29,-88.684
1.477,-0.137,-1.66,-18.799,146.179,-91.37
1.457,-0.019,-1.615,-18.738,93.018,-55.542
1.229,-0.273,-1.511,-39.49,53.406,-12.146
1.061,-0.628,-1.4,-36.743,22.461,5.676
1.003,-0.873,-1.293,-15.869,-2.319,14.465
0.909,-0.914,-1.191,-2.563,-20.203,0.0
0.839,-0.831,-1.089,6.104,-30.457,-20.264
0.842,-0.72,-0.968,1.465,-34.973,-31.494
0.84,-0.657,-0.833,-14.16,-37.598,-33.203
0.796,-0.638,-0.724,-30.273,-42.908,-30.334
0.752,-0.653,-0.669,-40.222,-52.551,-27.039
