aX,aY,aZ,gX,gY,gZ
-0.104,-0.92,0.453,0.305,-8.911,-10.62
-0.096,-0.976,0.501,1.343,-12.634,4.639
-0.123,-0.958,0.531,0.793,-22.949,17.944
-0.191,-0.937,0.514,-1.892,-35.034,29.846
-0.256,-0.931,0.482,-4.761,-44.128,36.743
-0.317,-0.928,0.455,-6.104,-47.119,37.354
-0.349,-0.914,0.435,-5.31,-44.312,30.518
-0.367,-0.88,0.413,-4.089,-36.377,19.348
-0.361,-0.843,0.417,-1.953,-24.17,7.08
-0.315,-0.843,0.461,1.099,-11.658,-4.15
-0.273,-0.86,0.516,1.892,-3.906,-12.573
-0.25,-0.869,0.543,0.488,-1.892,-15.991
-0.228,-0.864,0.534,-2.197,-2.747,-15.869
-0.219,-0.863,0.509,-4.517,-3.235,-13.733
-0.202,-0.872,0.505,-5.798,-1.343,-10.437
-0.181,-0.865,0.516,-5.981,0.732,-7.446
-0.168,-0.829,0.518,-5.737,0.305,-4.7
-0.169,-0.777,0.524,-5.188,-1.953,-0.488
-0.191,-0.76,0.503,-3.296,-5.92,5.676
-0.231,-0.805,0.491,-1.465,-8.972,11.414
-0.27,-0.866,0.476,-0.488,-9.46,14.038
-0.29,-0.897,0.469,0.0,-7.629,11.597
-0.292,-0.908,0.471,-0.305,-4.456,6.226
-0.288,-0.908,0.481,-1.465,-2.075,0.549
-0.284,-0.897,0.473,-3.418,-1.16,-2.93
-0.265,-0.898,0.458,-5.005,-0.427,-4.761
-0.234,-0.903,0.463,-5.371,0.488,-5.615
-0.217,-0.891,0.476,-5.188,0.061,-5.798
-0.209,-0.881,0.491,-4.517,-1.587,-5.493
-0.22,-0.878,0.499,-3.845,-4.272,-4.15
-0.236,-0.88,0.5,-3.357,-6.348,-2.319
-0.244,-0.898,0.494,-3.601,-7.141,-1.221
-0.247,-0.905,0.499,-4.333,-6.165,-2.747
-0.244,-0.886,0.504,-4.272,-4.822,-5.859
-0.236,-0.863,0.499,-4.761,-4.272,-8.423
-0.24,-0.833,0.49,-5.31,-3.967,-9.399
-0.246,-0.809,0.49,-4.333,-3.479,-9.216
-0.248,-0.814,0.496,-3.113,-3.052,-7.507
-0.25,-0.838,0.495,-3.357,-2.93,-4.944
-0.246,-0.847,0.48,-4.333,-2.93,-4.028
-0.237,-0.841,0.473,-4.211,-2.075,-4.639
-0.223,-0.823,0.488,-3.906,-0.549,-5.127
-0.218,-0.805,0.504,-3.052,-0.793,-4.211
-0.221,-0.808,0.512,-2.197,-3.052,-2.075
-0.228,-0.816,0.52,-1.343,-5.554,0.916
-0.252,-0.836,0.496,-1.831,-8.911,3.418
-0.268,-0.852,0.493,-2.38,-9.705,4.15
-0.273,-0.845,0.477,-1.831,-8.667,2.319
-0.275,-0.834,0.464,-1.099,-6.042,-0.305
-0.263,-0.84,0.48,-0.122,-1.831,-2.38
-0.241,-0.845,0.503,1.038,0.977,-4.089
-0.24,-0.844,0.509,1.526,0.488,-5.432
-0.24,-0.855,0.509,1.77,-1.038,-6.042
-0.241,-0.886,0.51,1.221,-2.441,-5.859
-0.245,-0.897,0.507,-0.183,-3.357,-5.31
-0.251,-0.888,0.495,-1.648,-3.906,-5.127
-0.249,-0.867,0.488,-2.869,-2.93,-4.456
-0.24,-0.845,0.491,-3.174,-0.549,-2.991
-0.223,-0.841,0.505,-2.319,1.465,-1.16
-0.215,-0.847,0.519,-1.953,1.587,0.671
-0.229,-0.845,0.525,-1.892,-0.305,1.709
-0.253,-0.844,0.524,-1.587,-2.197,2.197
-0.27,-0.846,0.52,-1.343,-3.235,2.563
-0.26,-0.853,0.507,-1.282,-2.991,1.77
-0.256,-0.855,0.503,-1.282,-1.709,-0.305
-0.258,-0.849,0.5,-0.61,-0.244,-2.93
-0.256,-0.848,0.505,0.305,1.221,-4.944
-0.248,-0.854,0.511,0.61,2.808,-5.554
1.556,-0.78,-0.319,-46.936,-210.083,39.856
1.554,-0.71,-0.44,-27.161,-254.272,61.523
1.573,-0.708,-0.512,-3.906,-300.842,84.961
1.605,-0.835,-0.508,19.775,-348.389,106.995
1.592,-1.002,-0.458,35.034,-400.696,131.226
1.544,-1.167,-0.431,35.828,-466.675,153.992
1.46,-1.258,-0.426,27.283,-546.265,166.016
1.381,-1.269,-0.503,15.381,-636.047,170.166
1.252,-1.135,-0.663,2.686,-729.675,168.152
1.063,-0.917,-0.855,-1.16,-814.758,165.161
0.839,-0.744,-1.066,7.263,-877.808,166.809
0.602,-0.69,-1.219,19.958,-916.931,175.171
0.26,-0.653,-1.278,31.311,-927.185,186.218
-0.218,-0.591,-1.266,44.617,-909.79,195.007
-0.77,-0.68,-1.312,54.932,-868.652,200.256
-1.348,-0.916,-1.436,45.776,-793.579,202.881
-1.815,-1.043,-1.217,35.461,-677.246,203.43
-2.702,-0.908,-0.24,76.66,-555.298,189.514
-4.0,-0.694,-0.577,130.127,-493.591,218.994
-3.996,-1.173,-1.15,-19.287,-404.602,359.68
-2.55,-2.7,-1.138,-148.376,-264.343,418.945
-1.408,-2.874,-1.014,-165.588,-141.052,267.517
-0.787,-1.443,-0.978,-73.914,-79.346,20.569
-0.163,-0.118,-0.715,17.822,-31.982,-147.034
0.19,0.45,-0.266,54.077,25.391,-184.631
0.127,0.065,0.302,76.721,61.646,-139.038
0.004,-0.791,0.742,92.163,50.293,-63.293
-0.044,-1.598,0.86,95.093,-2.625,-16.724
-0.168,-2.057,0.78,79.956,-61.523,-13.245
-0.148,-2.163,0.547,47.485,-93.994,-32.959
-0.221,-1.739,0.214,16.296,-100.037,-84.229
-0.291,-1.194,-0.069,9.46,-81.604,-136.841
-0.167,-0.715,-0.034,3.052,-22.278,-133.545
-0.29,-0.81,-0.139,0.671,36.499,-82.031
-0.149,-0.746,0.265,-3.235,93.323,-29.907
-0.185,-0.785,0.221,-5.859,110.535,29.724
-0.219,-0.789,0.612,-9.705,108.643,62.866
-0.202,-0.848,0.952,-9.216,66.406,73.975
-0.232,-0.772,0.984,-10.254,-17.334,63.965
-0.356,-0.638,0.73,-16.846,-110.779,51.819
-0.399,-0.542,0.609,-22.095,-173.828,41.992
-0.443,-0.535,0.351,-21.24,-218.506,32.471
-0.562,-0.587,-0.035,-17.151,-228.577,25.696
-0.773,-0.645,-0.444,-15.198,-190.491,23.56
-0.857,-0.855,-0.492,-3.174,-101.807,18.494
-0.749,-1.032,-0.18,15.747,-2.93,5.371
-0.609,-1.103,0.121,23.926,67.444,-8.789
-0.472,-1.046,0.342,18.188,102.966,-20.447
-0.313,-0.953,0.494,5.371,107.117,-20.508
-0.202,-0.921,0.556,-2.686,87.769,-14.343
-0.103,-0.858,0.625,-5.005,50.781,-8.179
-0.117,-0.82,0.536,-6.47,4.333,2.014
-0.22,-0.802,0.389,-7.568,-34.485,15.93
-0.439,-0.911,0.081,-6.042,-51.392,27.527
-0.479,-0.956,0.222,-0.488,-34.546,24.963
-0.491,-0.996,0.205,4.211,-17.395,17.761
-0.541,-0.973,0.233,3.418,-2.686,8.24
-0.524,-0.938,0.265,1.709,14.282,1.648
-0.483,-0.926,0.284,0.061,28.381,-2.93
-0.397,-0.947,0.371,-0.671,40.344,-7.385
-0.301,-0.966,0.479,-1.221,42.603,-14.099
-0.253,-0.907,0.537,-1.282,31.006,-22.217
-0.243,-0.819,0.519,-1.953,11.292,-23.804
-0.274,-0.793,0.464,-3.662,-6.47,-15.686
-0.325,-0.813,0.409,-4.028,-17.029,-3.845
-0.379,-0.876,0.338,-3.296,-21.179,5.554
-0.393,-0.895,0.326,-2.93,-18.372,9.46
-0.448,-0.926,0.225,-3.54,-12.512,10.254
-0.441,-0.94,0.306,-3.357,0.122,4.395
-0.361,-0.897,0.41,-1.709,7.69,-4.944
-0.329,-0.788,0.428,-2.502,1.099,-8.972
-0.35,-0.768,0.379,-3.357,-8.423,-3.784
-0.356,-0.8,0.356,-0.977,-13.367,1.221
-0.38,-0.875,0.312,2.625,-14.16,3.174
-0.389,-0.927,0.365,4.578,-9.338,1.465
-0.406,-0.946,0.362,4.272,-6.836,-1.465
-0.424,-0.937,0.329,2.625,-5.554,-4.822
-0.419,-0.939,0.313,1.099,-0.793,-6.47
-0.387,-0.927,0.335,0.488,5.249,-8.667
-0.356,-0.91,0.355,0.244,7.996,-9.705
-0.341,-0.891,0.384,-0.366,6.714,-9.155
-0.332,-0.879,0.402,-0.671,1.526,-6.409
-0.343,-0.885,0.399,-1.526,-5.859,-3.418
-0.365,-0.895,0.369,-2.563,-12.939,-0.916
-0.373,-0.894,0.341,-2.93,-16.846,-0.671
-0.385,-0.881,0.316,-2.93,-17.395,-1.77
-0.401,-0.87,0.307,-2.502,-15.198,-2.808
-0.404,-0.862,0.305,-1.77,-11.841,-4.028
-0.402,-0.854,0.308,-1.221,-8.789,-5.249
-0.404,-0.844,0.319,-0.427,-5.981,-6.165
-0.395,-0.837,0.333,0.916,-4.395,-6.226
-0.385,-0.857,0.338,1.343,-4.272,-5.005
-0.384,-0.886,0.341,0.671,-4.944,-4.395
-0.383,-0.887,0.336,0.427,-5.371,-5.554
-0.38,-0.874,0.331,0.977,-5.615,-7.507
-0.373,-0.872,0.333,1.587,-5.371,-7.812
-0.37,-0.883,0.337,1.77,-4.822,-6.287
-0.371,-0.899,0.334,1.16,-5.798,-5.005
-0.38,-0.888,0.33,0.427,-6.958,-4.15
-0.389,-0.876,0.327,0.0,-7.751,-3.418
-0.402,-0.872,0.326,-0.427,-7.324,-2.563
-0.404,-0.879,0.329,-0.183,-5.798,-1.953
-0.403,-0.886,0.329,0.244,-4.211,-2.686
-0.402,-0.89,0.329,0.427,-2.38,-4.395
-0.412,-0.884,0.332,0.061,-0.793,-6.165
-0.414,-0.881,0.336,0.061,0.854,-7.507
-0.403,-0.874,0.337,-0.427,2.136,-8.301
-0.388,-0.857,0.333,-0.549,2.319,-8.423
-0.378,-0.85,0.329,-0.244,2.136,-8.24
-0.375,-0.85,0.334,-0.244,1.831,-7.019
-0.375,-0.854,0.34,0.061,1.16,-5.31
-0.382,-0.865,0.346,0.244,0.366,-3.784
-0.39,-0.876,0.348,0.244,0.061,-2.625
-0.398,-0.888,0.345,0.305,-0.244,-2.014
-0.401,-0.908,0.338,0.183,0.122,-2.075
-0.409,-0.911,0.333,-0.549,1.099,-2.93
-0.406,-0.892,0.324,-0.61,2.563,-3.967
-0.399,-0.883,0.326,-0.488,3.967,-5.554
-0.391,-0.875,0.334,-0.427,5.31,-6.165
1.102,-1.218,0.359,-38.574,-60.242,19.47
1.23,-1.209,0.361,-54.932,-89.539,26.245
1.403,-1.19,0.344,-70.496,-137.268,32.837
1.6,-1.105,0.291,-78.857,-203.003,45.715
1.782,-0.946,0.153,-73.914,-289.307,66.162
1.904,-0.753,-0.105,-53.65,-388.672,88.806
2.065,-0.667,-0.415,-26.245,-489.563,107.117
2.154,-0.741,-0.627,1.526,-569.336,120.911
2.21,-0.976,-0.821,14.343,-626.038,137.146
2.152,-1.182,-0.933,6.592,-672.974,153.687
1.953,-1.256,-0.984,0.977,-720.642,154.358
1.703,-1.16,-1.03,-1.77,-767.029,132.874
1.394,-0.944,-1.056,-2.991,-804.81,103.088
1.024,-0.688,-1.039,0.549,-823.669,79.59
0.525,-0.449,-1.045,8.118,-816.772,67.2
0.057,-0.294,-1.058,13.611,-775.635,74.28
-0.336,-0.328,-0.941,21.606,-704.468,92.102
-0.595,-0.513,-0.745,32.043,-625.793,104.675
-0.792,-0.748,-0.592,33.386,-556.824,102.966
-0.929,-0.915,-0.537,22.522,-499.268,86.731
-1.027,-0.922,-0.527,12.573,-448.425,58.716
-1.116,-0.686,-0.451,6.042,-402.344,29.724
-1.798,-0.049,0.078,23.315,-364.563,16.296
-3.028,0.277,0.487,97.534,-347.107,68.176
-3.426,-0.112,-0.272,41.565,-382.202,227.295
-2.624,-1.7,-1.824,-137.939,-398.376,345.52
-1.427,-2.594,-2.22,-200.745,-263.489,281.555
-0.922,-1.926,-1.481,-90.332,-96.008,96.375
-0.652,-0.75,-0.633,36.804,-6.47,-73.73
-0.419,-0.245,-0.008,57.19,39.734,-127.563
-0.343,-0.598,0.613,37.231,43.762,-96.313
-0.369,-0.984,0.688,30.273,4.15,-44.861
-0.225,-1.484,0.614,25.879,-43.518,3.296
-0.271,-1.913,0.495,18.066,-69.641,5.005
-0.278,-1.772,0.179,0.244,-77.148,-18.555
-0.151,-1.338,0.024,-18.311,-50.049,-37.231
-0.341,-1.121,-0.372,-22.522,-3.601,-56.519
-0.346,-0.876,-0.327,-9.644,72.632,-76.05
-0.11,-0.706,0.141,-0.549,154.785,-71.899
0.048,-0.584,0.565,-2.808,187.317,-41.809
0.092,-0.454,1.056,-3.296,155.09,-6.958
-0.031,-0.439,1.206,-2.625,64.026,20.386
-0.16,-0.463,1.137,-4.028,-48.279,44.678
-0.385,-0.566,0.747,-10.01,-153.015,66.162
-0.619,-0.579,0.228,-19.043,-215.393,77.209
-0.982,-0.733,-0.418,-27.893,-210.327,80.444
-0.819,-0.935,-0.174,-21.545,-129.578,56.091
-0.536,-0.905,0.088,-1.709,-67.993,20.935
-0.558,-0.791,0.082,0.427,-39.734,-1.953
-0.568,-0.704,0.118,-0.183,-17.09,-9.216
-0.505,-0.775,0.103,4.456,3.662,-5.92
-0.424,-0.856,0.253,11.414,23.376,-1.221
-0.365,-0.972,0.326,12.207,27.893,5.615
-0.36,-1.027,0.327,11.108,20.813,5.676
-0.332,-1.043,0.41,9.033,10.803,3.601
-0.344,-1.064,0.387,6.348,-4.761,1.16
-0.439,-0.988,0.255,2.014,-20.264,-0.488
-0.443,-0.963,0.264,-1.465,-20.996,3.723
-0.447,-0.952,0.237,-3.235,-18.433,7.751
-0.518,-0.944,0.124,-4.578,-13.855,12.695
-0.615,-1.041,-0.021,-4.578,4.211,12.878
-0.51,-1.005,0.349,-0.916,36.621,1.404
-0.36,-0.911,0.46,-1.77,40.833,-7.629
-0.395,-0.834,0.395,-7.385,23.071,-10.315
-0.414,-0.773,0.323,-9.949,11.414,-6.775
-0.409,-0.776,0.277,-8.85,10.803,-0.977
-0.385,-0.864,0.334,-5.92,18.86,2.808
-0.351,-0.93,0.429,-2.747,24.414,0.0
-0.333,-0.916,0.475,-1.465,20.386,-7.935
-0.344,-0.846,0.471,-3.235,11.902,-13.184
-0.368,-0.794,0.415,-4.883,4.272,-10.986
-0.375,-0.801,0.366,-4.7,2.136,-5.432
-0.366,-0.856,0.337,-3.662,4.15,-0.366
-0.362,-0.89,0.354,-2.502,7.202,1.526
-0.388,-0.877,0.348,-1.892,7.019,1.038
-0.431,-0.865,0.337,-1.953,5.859,1.16
-0.434,-0.864,0.358,-2.075,6.104,2.014
-0.424,-0.856,0.38,-3.723,3.418,3.113
-0.434,-0.849,0.345,-5.493,-1.953,4.456
-0.444,-0.848,0.311,-6.287,-4.7,4.333
-0.449,-0.847,0.284,-5.554,-4.028,2.441
-0.437,-0.85,0.293,-3.967,0.488,-0.183
-0.423,-0.866,0.309,-1.953,5.188,-3.54
-0.396,-0.871,0.34,-0.183,7.69,-7.324
-0.371,-0.86,0.365,1.343,6.836,-9.46
-0.373,-0.868,0.337,1.892,3.723,-8.606
-0.386,-0.894,0.352,1.953,2.686,-6.775
-0.387,-0.915,0.352,2.38,2.014,-6.042
-0.403,-0.93,0.353,1.77,1.648,-5.371
-0.403,-0.94,0.364,-0.305,2.258,-4.7
-0.396,-0.933,0.362,-3.052,1.953,-4.089
-0.386,-0.904,0.351,-5.371,1.16,-3.052
-0.377,-0.868,0.342,-6.348,0.244,-1.709
-0.382,-0.848,0.333,-6.47,-0.549,-0.061
-0.39,-0.838,0.34,-5.859,-0.671,1.77
-0.395,-0.834,0.348,-4.761,-1.282,2.441
-0.4,-0.831,0.343,-3.601,-1.953,2.441
-0.41,-0.832,0.335,-2.808,-2.38,2.747
-0.419,-0.84,0.342,-1.709,-0.793,2.686
-0.415,-0.861,0.357,-0.305,0.61,1.892
-0.407,-0.876,0.374,0.549,1.221,0.0
-0.397,-0.884,0.384,0.793,0.427,-2.808
-0.387,-0.888,0.384,0.671,-1.587,-4.761
-0.381,-0.899,0.373,0.183,-3.845,-5.615
-0.376,-0.906,0.372,-0.854,-5.066,-5.92
-0.381,-0.897,0.367,-1.831,-6.531,-5.981
-0.391,-0.875,0.361,-2.563,-8.179,-5.737
-0.399,-0.865,0.352,-3.113,-8.85,-5.249
-0.405,-0.868,0.344,-3.479,-8.423,-4.028
-0.41,-0.867,0.339,-3.54,-6.714,-3.662
-0.408,-0.86,0.344,-3.052,-4.272,-4.272
-0.406,-0.849,0.346,-2.38,-1.953,-4.883
-0.39,-0.848,0.352,-2.075,0.366,-5.066
-0.383,-0.851,0.362,-1.526,1.526,-4.944
-0.385,-0.859,0.37,-1.16,1.221,-4.639
-0.397,-0.869,0.375,-1.221,-0.122,-3.845
-0.395,-0.876,0.367,-1.953,-1.404,-2.38
-0.394,-0.878,0.35,-2.38,-1.953,-1.892
-0.399,-0.882,0.343,-2.625,-0.488,-2.075
1.432,-1.309,-0.212,-84.473,43.823,-57.678
1.611,-1.274,-0.316,-100.403,23.01,-66.589
1.801,-1.257,-0.458,-115.723,-34.424,-51.636
2.008,-1.245,-0.57,-127.197,-123.962,-20.63
2.171,-1.243,-0.644,-118.103,-238.525,16.113
2.185,-1.206,-0.689,-96.191,-371.216,53.162
2.088,-1.181,-0.769,-76.904,-515.198,88.623
1.909,-1.156,-0.905,-65.857,-652.161,116.577
1.667,-1.08,-1.03,-60.852,-759.46,138.733
1.475,-0.993,-1.208,-57.434,-829.163,157.654
1.275,-0.877,-1.343,-49.316,-869.751,174.866
1.023,-0.749,-1.416,-33.875,-889.099,193.115
0.767,-0.703,-1.443,-12.085,-897.583,209.229
0.526,-0.74,-1.437,7.446,-893.25,217.896
0.203,-0.723,-1.343,16.174,-871.338,220.093
-0.241,-0.821,-1.25,22.888,-835.693,217.102
-0.673,-0.923,-1.155,23.071,-785.461,210.205
-1.078,-1.087,-1.119,12.573,-721.741,189.697
-1.4,-1.246,-1.197,-1.16,-639.465,158.569
-1.553,-1.163,-1.214,-12.634,-534.058,119.507
-1.8,-0.674,-0.734,-4.15,-418.762,72.327
-3.273,0.098,0.518,89.355,-318.115,49.133
-4.0,0.084,0.484,167.664,-306.213,161.987
-3.319,-1.167,-1.234,-105.103,-361.694,377.686
-2.173,-2.188,-2.245,-259.277,-289.368,396.362
-1.511,-1.886,-2.271,-170.105,-114.319,196.472
-0.682,-1.062,-1.301,-2.686,49.866,-13.184
0.193,-0.464,-0.026,93.506,173.096,-160.034
0.104,-0.428,0.859,75.073,210.083,-197.937
-0.097,-0.552,1.074,63.538,151.978,-154.175
0.145,-1.135,0.915,61.462,75.134,-83.13
0.127,-1.852,0.955,51.147,13.672,-46.631
-0.007,-2.047,0.756,27.954,-41.809,-51.697
-0.02,-1.705,0.389,-0.61,-73.792,-59.143
-0.121,-1.222,0.094,-22.522,-62.561,-54.626
-0.204,-0.882,-0.014,-31.738,-19.592,-34.241
-0.247,-0.677,0.038,-26.062,31.738,-5.188
-0.288,-0.567,0.194,-16.357,74.524,26.917
-0.369,-0.571,0.301,-10.132,100.281,59.387
-0.427,-0.618,0.332,-7.69,116.333,87.28
-0.32,-0.835,0.755,-8.484,122.803,102.051
-0.259,-0.909,1.104,-6.836,86.365,76.172
-0.148,-0.869,1.099,-10.071,5.981,41.87
-0.178,-0.697,0.9,-19.287,-82.214,15.442
-0.281,-0.627,0.503,-25.879,-139.465,4.517
-0.401,-0.65,0.282,-26.489,-148.926,1.77
-0.454,-0.747,0.031,-20.447,-122.559,-3.113
-0.467,-0.788,-0.019,-8.057,-68.481,-8.24
-0.434,-0.808,0.07,4.272,-4.639,-10.315
-0.382,-0.818,0.257,11.353,49.072,-9.827
-0.314,-0.967,0.359,14.221,83.74,-5.92
-0.149,-0.98,0.74,12.939,97.839,-7.812
-0.06,-0.961,0.734,7.996,72.632,-6.958
-0.138,-0.888,0.645,-0.305,33.02,-2.686
-0.193,-0.875,0.58,-5.066,3.601,4.883
-0.212,-0.871,0.507,-6.104,-16.296,9.949
-0.274,-0.893,0.385,-6.348,-27.039,15.076
-0.339,-0.941,0.341,-6.653,-22.888,18.677
-0.382,-0.998,0.301,-5.127,-9.46,16.541
-0.399,-0.989,0.328,-2.808,9.399,7.629
-0.375,-0.944,0.408,-2.258,29.724,-0.793
-0.315,-0.937,0.506,-3.662,42.542,-6.409
-0.262,-0.938,0.575,-5.066,44.128,-11.78
-0.207,-0.884,0.614,-6.226,36.499,-16.541
-0.185,-0.837,0.583,-7.935,24.414,-16.357
-0.201,-0.825,0.537,-9.155,14.465,-13.245
-0.206,-0.832,0.506,-8.301,10.01,-8.789
-0.216,-0.848,0.5,-6.531,9.766,-6.042
-0.231,-0.864,0.493,-4.944,10.742,-4.7
-0.245,-0.87,0.513,-4.578,11.902,-4.028
-0.232,-0.857,0.551,-4.272,10.925,-4.517
-0.226,-0.821,0.552,-4.333,4.028,-4.639
-0.22,-0.791,0.519,-5.066,-4.578,-2.747
-0.241,-0.806,0.475,-5.005,-11.902,0.0
-0.255,-0.834,0.443,-3.174,-14.587,-0.244
-0.262,-0.858,0.433,-1.709,-13.55,-1.77
-0.28,-0.852,0.438,-0.305,-10.01,-3.723
-0.306,-0.841,0.443,0.793,-6.47,-4.7
-0.3,-0.848,0.462,1.282,-2.197,-4.028
-0.278,-0.846,0.475,1.099,0.977,-2.991
-0.258,-0.852,0.457,0.549,1.892,-1.587
-0.268,-0.884,0.443,0.244,3.174,-1.282
-0.263,-0.907,0.462,0.793,6.165,-3.845
-0.24,-0.888,0.506,1.343,7.812,-7.324
-0.236,-0.848,0.525,0.854,5.249,-8.301
-0.252,-0.833,0.51,-0.427,0.732,-5.554
-0.256,-0.857,0.506,-1.16,-1.831,-2.441
-0.229,-0.878,0.497,-1.038,-2.747,-1.526
-0.216,-0.863,0.473,-0.549,-3.479,-1.831
-0.207,-0.831,0.509,0.183,-3.235,-1.648
-0.211,-0.821,0.522,1.404,-5.615,-0.244
-0.253,-0.833,0.501,2.075,-9.705,3.357
-0.267,-0.866,0.507,1.831,-10.193,6.897
-0.267,-0.931,0.49,0.916,-9.949,7.874
-0.258,-0.961,0.497,-0.916,-7.874,5.432
-0.259,-0.93,0.49,-3.052,-6.775,0.366
-0.259,-0.859,0.485,-3.662,-6.958,-5.249
-0.256,-0.827,0.508,-2.808,-7.019,-7.812
-0.251,-0.836,0.519,-2.441,-9.277,-6.836
-0.259,-0.854,0.504,-2.502,-12.756,-4.883
-0.256,-0.876,0.481,-2.625,-15.015,-4.883
-0.251,-0.878,0.467,-2.869,-14.221,-6.409
-0.252,-0.864,0.466,-2.747,-11.597,-7.812
-0.261,-0.842,0.482,-3.113,-8.179,-7.08
-0.259,-0.832,0.496,-3.418,-6.104,-4.822
-0.258,-0.837,0.501,-3.967,-5.31,-2.258
-0.266,-0.845,0.494,-4.15,-5.188,-0.61
-0.277,-0.849,0.486,-4.15,-4.395,-0.854
-0.28,-0.851,0.484,-4.272,-2.319,-1.831
-0.279,-0.849,0.482,-4.7,0.427,-2.93
-0.273,-0.843,0.483,-4.578,3.357,-3.906
-0.257,-0.842,0.482,-4.028,6.226,-4.456
-0.247,-0.849,0.489,-3.784,8.057,-4.517
-0.241,-0.851,0.494,-2.991,8.301,-4.333
-0.236,-0.852,0.493,-2.441,8.057,-3.784
-0.237,-0.857,0.496,-1.77,6.592,-2.808
-0.239,-0.865,0.501,-1.892,4.089,-1.587
-0.25,-0.869,0.501,-2.502,0.854,-0.244
-0.265,-0.856,0.496,-2.869,-2.319,0.183
1.451,-1.098,-0.431,-2.014,-357.666,101.135
1.559,-1.157,-0.55,-4.517,-394.958,111.023
1.62,-1.149,-0.66,-8.667,-434.326,115.784
1.642,-1.066,-0.727,-15.442,-474.854,115.479
1.669,-0.986,-0.763,-20.386,-515.869,115.723
1.665,-0.94,-0.787,-23.437,-563.965,120.3
1.669,-0.925,-0.863,-27.039,-620.667,130.554
1.575,-0.885,-0.986,-29.602,-684.387,139.038
1.446,-0.779,-1.151,-26.917,-747.62,144.958
1.228,-0.694,-1.296,-19.043,-801.88,148.254
0.902,-0.625,-1.407,-9.827,-843.872,155.701
0.496,-0.619,-1.478,4.639,-873.047,173.706
-0.03,-0.697,-1.523,16.602,-885.132,196.838
-0.617,-0.799,-1.509,20.63,-862.0,217.102
-1.228,-0.949,-1.384,26.489,-800.049,229.492
-1.729,-1.012,-1.138,30.029,-712.402,235.413
-2.719,-0.517,-0.218,52.979,-611.816,233.398
-4.0,-0.63,-0.149,146.301,-529.968,266.174
-4.0,-0.71,-1.388,1.953,-451.233,389.343
-4.0,-2.631,-1.526,-207.153,-271.851,451.904
-2.618,-3.592,-1.268,-252.686,-67.383,342.407
-1.047,-2.241,-1.199,-126.648,54.26,48.035
0.023,-0.838,-0.633,20.63,142.395,-208.679
0.63,0.06,-0.096,48.523,205.994,-304.749
0.696,0.286,0.327,40.833,225.586,-273.193
0.576,-0.071,0.688,48.035,209.167,-162.476
0.569,-0.821,1.007,51.941,170.776,-44.189
0.535,-1.503,1.18,50.293,106.201,7.324
0.46,-1.713,1.129,39.368,29.724,8.179
0.357,-1.475,0.973,21.118,-31.616,-4.578
0.26,-1.092,0.739,2.563,-70.984,-15.808
0.154,-0.801,0.54,-7.019,-87.708,-14.221
0.025,-0.618,0.432,-7.324,-84.351,3.723
-0.184,-0.55,0.399,-2.93,-69.702,31.311
-0.454,-0.553,0.399,4.333,-51.514,59.387
-0.578,-0.591,0.503,9.338,-32.593,84.717
-0.675,-0.715,0.608,8.301,-23.987,103.027
-0.777,-0.795,0.427,1.282,-32.471,102.295
-0.763,-0.714,0.277,-6.897,-27.893,90.454
-0.478,-0.993,0.412,-11.169,-6.409,79.956
-0.556,-1.122,0.432,-7.935,8.789,38.269
-0.275,-0.989,0.531,1.282,18.982,-7.507
-0.092,-0.722,0.763,4.028,7.935,-30.518
-0.077,-0.862,0.62,1.099,-15.991,-29.114
-0.207,-0.985,0.536,-1.099,-34.424,-25.513
-0.136,-0.934,0.561,1.16,-37.476,-25.513
-0.175,-0.87,0.395,-1.77,-40.283,-14.099
-0.317,-1.0,0.297,-5.981,-26.062,0.183
-0.283,-1.05,0.455,-3.845,0.488,1.16
-0.2,-0.995,0.463,-1.709,13.367,-0.916
-0.291,-1.016,0.434,-5.676,19.897,1.16
-0.281,-1.03,0.669,-6.897,26.917,-6.775
-0.204,-0.793,0.671,-5.188,13.794,-20.142
-0.266,-0.662,0.515,-10.437,-5.859,-12.451
-0.31,-0.746,0.53,-13.977,-7.263,-0.671
-0.277,-0.823,0.473,-10.376,-6.409,-0.061
-0.305,-0.796,0.402,-4.639,-2.197,-6.958
-0.318,-0.776,0.417,-2.625,14.282,-11.719
-0.301,-0.814,0.462,-1.465,33.203,-14.648
-0.277,-0.822,0.513,0.977,48.767,-19.775
-0.238,-0.797,0.581,2.136,59.082,-22.4
-0.176,-0.813,0.66,0.366,62.683,-20.874
-0.128,-0.811,0.701,-2.197,56.213,-17.7
-0.094,-0.774,0.688,-4.456,42.297,-12.939
-0.097,-0.746,0.647,-5.859,27.344,-6.531
-0.111,-0.749,0.617,-5.859,16.052,0.854
-0.129,-0.772,0.599,-4.7,7.812,7.263
-0.161,-0.79,0.582,-2.93,0.549,10.132
-0.206,-0.795,0.57,-0.427,-4.211,11.047
-0.244,-0.804,0.565,1.526,-6.714,11.047
-0.265,-0.839,0.566,2.258,-8.362,9.827
-0.272,-0.877,0.563,1.831,-10.254,6.042
-0.266,-0.894,0.561,1.038,-12.146,-0.793
-0.274,-0.882,0.522,0.427,-12.939,-8.484
-0.268,-0.855,0.526,0.305,-10.437,-14.648
