aX,aY,aZ,gX,gY,gZ
-0.315,-0.895,0.2,-10.986,12.756,-6.226
-0.198,-0.91,0.3,-6.531,30.518,-18.677
-0.085,-0.914,0.359,-3.906,39.185,-23.743
0.002,-0.886,0.377,-1.892,41.26,-21.79
0.061,-0.89,0.38,-0.183,41.809,-13.245
0.068,-0.949,0.386,2.258,41.565,-4.822
0.084,-1.03,0.484,5.554,38.635,-0.793
-0.02,-0.961,0.406,7.385,27.527,2.075
-0.056,-1.123,0.52,7.019,17.517,6.226
-0.189,-0.986,0.429,7.263,-0.671,-3.845
-0.215,-0.884,0.315,3.662,-11.047,0.0
-0.24,-0.977,0.355,-0.305,-7.019,4.822
-0.242,-0.98,0.301,0.977,-6.104,-0.549
-0.248,-0.95,0.269,3.174,-0.977,-7.996
-0.087,-1.129,0.604,5.066,8.85,-17.09
-0.147,-0.943,0.407,8.423,-5.554,-35.645
-0.126,-0.92,0.398,5.31,-9.277,-35.339
-0.097,-0.937,0.471,1.709,-1.16,-31.067
0.032,-0.964,0.529,1.404,-4.944,-25.757
0.015,-0.942,0.526,0.854,-15.32,-21.362
-0.044,-0.881,0.459,-1.587,-25.879,-14.038
-0.055,-0.874,0.471,-3.479,-27.893,-3.967
-0.081,-0.891,0.461,-3.54,-27.161,1.465
-0.149,-0.88,0.42,-2.991,-25.818,3.235
-0.217,-0.891,0.413,-2.38,-18.005,2.625
-0.238,-0.904,0.422,-1.282,-7.08,-2.075
-0.225,-0.866,0.431,0.549,2.686,-9.094
-0.17,-0.863,0.472,1.587,10.498,-13.855
-0.127,-0.864,0.501,1.831,11.353,-16.907
-0.078,-0.859,0.506,1.709,4.761,-15.869
-0.033,-0.911,0.549,1.404,-5.127,-11.719
-0.04,-0.93,0.517,1.404,-21.545,-9.338
-0.092,-0.918,0.419,-0.061,-36.438,-5.554
-0.177,-0.937,0.325,-2.136,-38.391,-0.549
-0.187,-1.014,0.328,-2.441,-28.137,1.221
-0.206,-1.047,0.384,-1.16,-15.808,-5.249
-0.203,-0.971,0.391,-1.465,-9.583,-13.794
-0.187,-0.899,0.396,-3.784,-5.066,-15.625
-0.167,-0.859,0.365,-4.7,-1.526,-13.367
-0.148,-0.867,0.346,-3.174,2.014,-9.338
-0.136,-0.912,0.389,-2.014,6.042,-6.226
-0.152,-0.931,0.409,-1.404,5.676,-6.226
-0.151,-0.922,0.459,-0.977,1.099,-8.484
-0.165,-0.896,0.446,-1.343,-6.714,-10.315
-0.181,-0.904,0.415,-2.563,-12.39,-8.911
-0.217,-0.861,0.376,-3.418,-14.648,-8.789
-0.177,-0.829,0.366,-4.028,-12.39,-6.042
-0.145,-0.89,0.404,-3.113,-7.263,-2.625
-0.152,-0.915,0.373,-0.671,-6.592,-3.845
-0.154,-0.917,0.418,0.671,-4.333,-5.615
-0.138,-0.904,0.474,0.793,-4.15,-6.165
-0.131,-0.881,0.475,-0.244,-10.193,-3.54
-0.131,-0.906,0.456,-2.625,-17.395,2.441
-0.159,-0.934,0.409,-4.272,-21.667,6.165
-0.186,-0.921,0.364,-4.944,-20.447,6.287
-0.201,-0.899,0.354,-5.127,-11.719,5.615
-0.2,-0.88,0.371,-5.432,0.427,6.47
-0.196,-0.875,0.396,-5.737,11.963,7.263
-0.173,-0.869,0.424,-5.005,20.203,6.592
-0.141,-0.854,0.455,-2.991,23.254,3.906
-0.123,-0.829,0.474,-0.549,19.348,0.671
-0.124,-0.823,0.468,2.258,10.559,-0.61
-0.139,-0.863,0.453,3.784,0.793,0.61
-0.163,-0.924,0.425,3.723,-7.385,2.319
-0.181,-0.976,0.391,2.93,-12.207,2.747
-0.184,-1.004,0.368,1.221,-11.902,1.892
-0.179,-1.001,0.363,-0.427,-7.385,1.099
-0.178,-0.979,0.366,-1.953,-1.831,0.732
-0.165,-0.969,0.392,-3.54,4.517,2.136
-0.15,-0.968,0.423,-4.578,8.85,3.357
-0.137,-0.963,0.444,-5.005,9.033,3.052
-0.137,-0.951,0.458,-5.066,6.714,1.831
-0.139,-0.94,0.462,-5.188,2.38,0.549
-0.147,-0.933,0.445,-5.127,-2.563,-0.732
-0.154,-0.934,0.43,-5.066,-5.92,-2.014
1.873,-0.658,-0.868,-87.891,-46.753,-39.917
2.314,-0.552,-1.132,-88.135,-121.46,-14.893
2.478,-0.439,-1.214,-69.641,-214.539,13.977
2.66,-0.385,-1.222,-34.668,-330.505,46.326
2.865,-0.505,-1.292,31.25,-495.605,63.477
3.096,-0.951,-1.491,90.271,-699.341,66.772
3.277,-1.096,-1.885,78.918,-895.569,73.425
3.259,-0.847,-2.342,60.242,-1060.059,70.679
3.135,-0.422,-2.786,78.979,-1184.631,42.969
2.835,-0.098,-3.099,94.299,-1253.174,17.029
2.246,-0.007,-3.164,82.581,-1268.921,28.076
1.493,-0.049,-3.085,69.58,-1247.314,75.806
0.667,-0.072,-3.088,85.876,-1190.308,138.794
-0.188,-0.344,-3.269,124.512,-1078.186,179.016
-0.876,-0.784,-3.053,146.729,-894.287,194.031
-1.135,-1.095,-2.239,135.803,-692.81,208.435
-1.128,-1.353,-1.373,127.441,-546.692,212.097
-1.37,-1.533,-0.957,134.949,-477.478,179.81
-1.696,-1.515,-0.952,134.338,-446.411,126.709
-1.696,-1.47,-0.92,122.803,-398.071,82.764
-1.682,-1.382,-0.874,101.44,-330.811,48.706
-2.378,-0.648,-0.088,98.572,-275.513,36.56
-3.919,-0.273,-0.327,123.352,-306.763,154.053
-3.6,-1.594,-2.084,15.625,-327.271,380.005
-1.559,-3.102,-2.33,-120.544,-198.608,450.5
-0.462,-2.632,-1.0,-139.221,-10.986,316.772
-0.099,-1.418,0.041,-7.935,36.804,93.872
-0.0,-1.194,0.148,50.293,0.977,-71.96
-0.433,-1.273,-0.121,57.19,-15.625,-125.305
-0.386,-1.504,0.094,51.147,26.672,-111.511
0.159,-1.838,0.622,37.781,74.341,-88.684
0.425,-2.019,0.583,17.212,63.904,-63.843
0.395,-1.718,0.399,-2.747,46.021,-60.791
0.545,-1.312,0.507,-8.118,46.082,-83.252
0.396,-1.067,0.582,-5.615,27.527,-100.83
0.195,-0.808,0.565,-6.836,6.592,-81.787
0.111,-0.721,0.597,-16.357,-12.634,-33.081
-0.015,-0.771,0.622,-29.236,-36.316,14.771
-0.163,-0.826,0.559,-32.471,-66.65,41.687
-0.271,-0.826,0.415,-32.776,-93.079,47.791
-0.362,-0.822,0.299,-31.006,-103.577,41.321
-0.432,-0.815,0.192,-26.917,-98.328,25.024
-0.444,-0.79,0.093,-20.264,-80.688,4.089
-0.425,-0.752,0.042,-12.634,-50.659,-15.808
-0.374,-0.757,0.065,-7.446,-13.184,-27.954
-0.286,-0.816,0.15,-3.906,22.522,-33.142
-0.175,-0.87,0.254,-1.404,48.828,-35.339
-0.079,-0.884,0.332,-0.732,62.012,-35.583
-0.023,-0.829,0.342,-1.099,63.904,-31.372
0.014,-0.813,0.361,-0.305,61.34,-21.851
0.051,-0.847,0.403,0.549,54.626,-9.888
0.05,-0.875,0.408,1.099,40.833,1.282
0.025,-0.93,0.422,0.549,24.17,11.475
-0.03,-0.995,0.475,1.526,3.54,15.381
-0.073,-0.982,0.441,3.967,-25.146,11.719
-0.155,-0.931,0.358,4.028,-49.866,10.071
-0.226,-0.911,0.264,2.625,-62.073,13.428
-0.303,-0.929,0.159,1.709,-58.777,17.944
-0.321,-0.957,0.123,2.502,-38.574,19.592
-0.281,-1.056,0.233,3.601,-9.033,18.066
-0.177,-1.19,0.422,4.822,10.559,7.507
-0.229,-0.941,0.269,4.272,12.39,-5.92
-0.164,-1.079,0.397,-0.61,23.987,-3.052
-0.096,-1.075,0.52,0.366,26.978,-16.296
-0.005,-0.902,0.519,3.723,12.939,-23.56
-0.032,-0.826,0.454,0.549,-3.052,-16.907
-0.055,-0.927,0.438,-3.784,-12.878,1.16
-0.113,-1.023,0.374,-4.761,-19.958,10.254
-0.177,-1.1,0.311,-5.92,-20.325,9.399
-0.247,-1.04,0.295,-7.08,-10.498,1.038
-0.228,-0.983,0.318,-7.385,2.869,-5.432
-0.212,-0.914,0.346,-6.836,12.39,-9.766
-0.179,-0.862,0.379,-6.653,16.113,-7.812
-0.117,-0.871,0.456,-6.348,14.648,-3.54
-0.083,-0.907,0.47,-4.883,3.174,-0.793
-0.114,-0.964,0.42,-3.052,-12.939,-2.014
-0.179,-0.953,0.337,-1.404,-23.804,-6.958
-0.189,-0.924,0.313,-0.122,-23.376,-10.01
-0.196,-0.927,0.293,-0.061,-17.09,-9.46
-0.217,-0.941,0.252,-1.282,-7.996,-5.92
-0.213,-0.97,0.256,-3.113,5.493,-2.686
-0.206,-0.957,0.266,-3.784,20.386,-2.93
-0.183,-0.921,0.277,-3.845,32.898,-3.906
-0.193,-0.892,0.293,-3.601,44.067,-4.15
-0.125,-0.896,0.39,-2.869,52.612,-3.54
-0.081,-0.908,0.505,-1.282,51.697,-4.517
0.005,-0.971,0.594,0.244,33.447,-8.118
-0.004,-0.937,0.575,1.953,3.601,-15.991
-0.018,-0.843,0.522,3.174,-27.1,-19.775
-0.062,-0.789,0.413,4.028,-49.866,-14.221
-0.127,-0.861,0.314,3.479,-59.204,-0.61
-0.197,-0.983,0.261,2.93,-53.711,11.108
-0.234,-1.064,0.262,1.77,-39.673,14.282
-0.267,-1.061,0.276,0.427,-24.048,9.705
-0.254,-1.013,0.31,-2.136,-9.705,3.723
-0.222,-0.953,0.351,-5.188,1.465,0.488
-0.178,-0.909,0.374,-5.737,6.775,-2.075
-0.153,-0.901,0.393,-5.188,7.568,-3.662
-0.142,-0.901,0.382,-4.028,5.554,-5.798
-0.15,-0.904,0.38,-1.953,4.089,-8.484
-0.158,-0.913,0.388,0.244,3.662,-10.132
-0.146,-0.94,0.396,0.549,3.357,-9.46
-0.134,-0.959,0.406,-0.244,2.441,-8.606
-0.134,-0.943,0.412,-0.305,-0.366,-8.057
-0.127,-0.922,0.408,-0.977,-4.578,-5.737
-0.13,-0.926,0.39,-2.319,-9.033,-0.916
-0.138,-0.947,0.364,-3.784,-12.085,4.456
-0.155,-0.954,0.342,-4.395,-12.573,5.798
-0.171,-0.943,0.335,-4.333,-10.132,4.211
-0.191,-0.924,0.341,-4.211,-6.287,2.319
-0.185,-0.92,0.353,-3.479,-2.563,0.366
-0.184,-0.917,0.371,-2.625,0.122,-1.709
-0.169,-0.921,0.385,-1.831,1.099,-3.296
-0.156,-0.927,0.395,-1.648,-0.305,-4.272
-0.145,-0.931,0.397,-1.282,-2.747,-4.272
-0.141,-0.942,0.392,-1.343,-5.371,-3.479
-0.15,-0.958,0.385,-1.77,-7.751,-1.892
-0.166,-0.971,0.369,-3.296,-8.667,0.061
-0.179,-0.97,0.348,-4.578,-7.263,1.526
1.678,-1.032,-0.424,-114.38,-74.646,-12.756
1.91,-0.956,-0.587,-127.93,-132.202,-12.939
2.254,-0.867,-0.742,-121.643,-216.492,-6.714
2.523,-0.816,-0.86,-98.755,-327.759,8.728
2.562,-0.742,-1.002,-67.627,-461.792,23.437
2.793,-0.769,-1.309,-30.823,-620.483,27.771
2.869,-0.757,-1.585,17.09,-780.457,31.86
2.827,-0.763,-1.843,53.711,-918.274,52.612
2.533,-0.795,-2.024,65.979,-1023.743,78.918
2.093,-0.763,-2.104,60.974,-1082.153,101.929
1.394,-0.606,-2.017,67.139,-1094.91,116.028
0.719,-0.529,-1.882,73.792,-1061.523,130.493
0.148,-0.608,-1.796,67.322,-987.488,149.475
-0.457,-0.784,-1.835,51.514,-878.54,158.813
-0.893,-0.835,-1.779,37.964,-745.422,145.752
-1.088,-0.697,-1.455,36.865,-606.14,119.69
-1.152,-0.633,-1.097,47.729,-492.676,96.008
-1.259,-0.579,-0.783,49.5,-419.739,81.238
-1.87,-0.079,0.005,59.753,-383.667,76.965
-3.992,0.168,0.416,162.109,-392.212,110.901
-4.0,-0.204,-1.466,100.586,-441.895,306.152
-3.993,-2.24,-1.977,-141.541,-339.661,511.047
-1.658,-3.815,-1.465,-182.861,-138.916,458.557
-0.638,-3.017,-0.684,-53.345,13.794,179.382
-0.31,-1.42,0.138,53.284,100.22,-95.398
0.204,-0.542,0.719,54.688,137.146,-210.632
0.512,-0.175,1.016,36.499,125.549,-223.083
0.707,-0.654,1.079,34.668,74.951,-154.602
0.957,-1.374,0.99,20.325,16.418,-92.59
0.888,-1.627,0.812,12.39,-52.002,-103.76
0.579,-1.343,0.434,20.264,-116.699,-157.776
0.449,-0.928,0.124,22.827,-126.221,-164.978
0.28,-0.8,0.189,18.127,-95.093,-124.939
0.083,-0.774,0.422,18.188,-72.205,-71.35
-0.146,-0.75,0.614,19.104,-77.209,-3.601
-0.442,-0.866,0.687,10.315,-104.248,68.97
-0.644,-1.074,0.517,-12.573,-144.531,124.023
-0.826,-1.155,0.142,-39.978,-175.842,138.367
-0.985,-0.986,-0.25,-50.781,-169.922,113.403
-0.948,-0.762,-0.351,-38.452,-116.699,72.571
-0.758,-0.673,-0.106,-15.015,-41.382,34.607
-0.578,-0.643,0.154,3.296,17.395,12.512
-0.285,-0.94,0.262,11.475,50.11,8.118
-0.267,-1.301,0.698,14.282,64.087,-8.301
0.007,-1.423,0.677,15.442,36.316,-44.8
-0.201,-1.066,0.373,4.883,-0.305,-69.214
-0.254,-0.792,0.194,-7.324,1.221,-55.42
-0.215,-0.657,0.304,-9.155,28.503,-22.278
0.038,-0.831,0.414,-5.737,39.917,20.203
0.115,-1.316,0.659,-5.554,31.616,41.138
-0.12,-1.261,0.602,-5.371,-9.766,16.541
-0.293,-0.717,0.345,-8.606,-51.819,-2.258
-0.52,-0.704,0.109,-15.259,-59.387,6.958
-0.628,-0.776,0.029,-7.935,-37.598,6.47
-0.482,-0.919,0.152,0.916,-1.282,3.235
-0.466,-1.034,0.183,4.211,25.818,-9.766
-0.461,-0.968,0.203,4.944,46.692,-27.039
-0.39,-0.882,0.279,5.615,67.871,-40.344
-0.222,-0.875,0.497,5.493,82.336,-42.725
-0.066,-0.871,0.631,4.272,73.547,-39.307
-0.03,-0.853,0.624,0.488,46.021,-32.349
-0.03,-0.824,0.604,-3.357,18.188,-22.339
-0.069,-0.819,0.537,-5.249,-4.578,-11.169
-0.123,-0.81,0.482,-5.249,-18.799,-3.357
-0.165,-0.751,0.468,-5.371,-24.475,4.578
-0.131,-0.691,0.568,-5.371,-25.879,16.052
-0.075,-0.723,0.672,-5.005,-37.598,29.724
-0.112,-0.798,0.621,-4.333,-64.697,38.147
-0.257,-0.867,0.368,-4.395,-89.661,38.635
-0.452,-0.923,0.099,-4.822,-85.51,32.41
-0.546,-0.932,0.02,-0.427,-47.791,19.287
-0.521,-0.914,0.13,7.263,1.221,4.822
-0.442,-0.897,0.281,10.62,41.565,-3.052
-0.349,-0.909,0.369,9.827,63.721,-4.883
-0.221,-0.975,0.476,8.362,68.42,-4.395
-0.143,-1.011,0.554,6.958,57.617,-6.042
-0.112,-1.013,0.571,5.066,34.241,-7.446
-0.126,-1.005,0.571,2.563,8.118,-6.042
-0.148,-1.004,0.556,-0.549,-15.93,-2.625
-0.183,-1.002,0.507,-3.662,-35.828,1.709
-0.224,-0.996,0.447,-7.019,-47.302,5.676
-0.269,-0.973,0.375,-9.338,-49.316,6.897
-0.32,-0.934,0.313,-9.521,-41.687,5.554
-0.337,-0.905,0.288,-8.484,-26.123,2.93
-0.33,-0.876,0.297,-6.653,-7.324,-0.305
-0.304,-0.848,0.328,-4.028,9.583,-3.784
-0.278,-0.839,0.38,-2.075,22.522,-6.104
-0.259,-0.835,0.433,-0.793,28.564,-7.812
-0.238,-0.818,0.465,0.488,27.588,-8.789
-0.207,-0.829,0.501,0.977,21.606,-8.667
-0.185,-0.846,0.525,1.953,11.475,-8.606
-0.178,-0.846,0.511,2.502,-1.16,-7.202
-0.188,-0.881,0.501,1.831,-12.634,-4.089
-0.212,-0.912,0.472,0.977,-22.339,-1.892
-0.238,-0.929,0.447,-0.427,-29.114,-0.061
-0.255,-0.911,0.4,-1.709,-31.677,0.671
-0.267,-0.878,0.355,-2.136,-29.602,1.831
-0.287,-0.859,0.337,-1.648,-22.583,3.723
-0.296,-0.865,0.344,-0.916,-12.817,5.92
-0.3,-0.891,0.375,-0.183,-4.272,7.08
-0.295,-0.911,0.404,0.122,1.343,5.371
-0.286,-0.897,0.422,-0.305,3.357,1.526
-0.266,-0.869,0.424,0.0,2.136,-2.197
-0.24,-0.864,0.422,1.221,-0.977,-4.944
-0.225,-0.879,0.418,2.136,-4.456,-5.493
-0.227,-0.897,0.409,2.625,-8.423,-4.395
-0.235,-0.92,0.4,2.563,-11.353,-2.563
-0.241,-0.954,0.396,1.526,-12.939,0.671
-0.251,-0.975,0.387,-0.549,-13.245,4.028
-0.263,-0.97,0.376,-2.014,-11.658,5.615
-0.273,-0.952,0.38,-3.052,-8.484,5.432
-0.277,-0.932,0.386,-2.991,-4.944,5.066
-0.285,-0.919,0.395,-2.625,-2.197,3.723
-0.284,-0.918,0.404,-2.075,-0.549,1.892
-0.28,-0.922,0.414,-2.014,-0.122,-0.916
-0.279,-0.913,0.413,-2.075,-1.282,-4.15
-0.278,-0.901,0.405,-2.014,-2.686,-7.446
-0.27,-0.894,0.397,-1.465,-3.235,-9.155
-0.266,-0.903,0.397,-1.709,-1.77,-9.216
2.013,-0.998,-0.352,-99.548,-163.696,-8.118
2.247,-0.927,-0.614,-111.023,-266.174,6.47
2.571,-0.796,-0.934,-92.102,-391.174,10.986
2.7,-0.648,-1.224,-48.828,-525.33,5.798
2.594,-0.655,-1.382,-10.681,-646.301,3.174
2.34,-0.794,-1.397,4.333,-740.967,16.479
2.058,-0.916,-1.396,5.005,-807.861,47.363
1.767,-0.959,-1.438,16.357,-856.384,76.965
1.43,-0.909,-1.456,32.166,-887.634,96.924
1.035,-0.787,-1.406,43.762,-899.231,116.211
0.593,-0.661,-1.308,55.481,-891.724,138.794
0.157,-0.637,-1.188,58.411,-863.037,168.64
-0.214,-0.816,-1.104,48.706,-813.782,207.947
-0.503,-1.07,-1.019,28.503,-750.488,245.85
-0.734,-1.251,-0.985,10.925,-686.035,259.644
-0.994,-1.264,-1.087,5.127,-625.732,232.361
-1.249,-1.035,-1.216,7.019,-559.631,184.387
-1.579,-0.685,-1.141,15.503,-474.792,155.823
-2.904,-0.392,-0.537,64.758,-385.925,165.649
-3.885,-0.398,-0.72,87.83,-337.769,292.847
-3.375,-1.738,-1.292,-62.683,-271.24,477.905
-1.614,-3.559,-1.287,-166.382,-161.438,500.916
-0.816,-2.887,-0.953,-139.832,-55.359,293.213
-0.569,-1.702,-0.694,-21.24,12.207,31.616
-0.035,-0.924,-0.137,53.223,84.045,-176.758
0.43,-0.565,0.179,68.787,132.629,-242.31
0.34,-0.737,0.68,62.378,152.771,-212.646
0.353,-1.246,0.935,57.861,123.169,-150.208
0.488,-1.656,0.897,39.978,55.481,-97.595
0.57,-1.693,0.784,17.212,-10.62,-53.345
0.495,-1.546,0.569,-6.958,-61.096,-16.968
0.337,-1.268,0.346,-22.278,-88.196,1.038
0.154,-0.976,0.201,-25.879,-89.539,15.808
-0.045,-0.837,0.226,-25.208,-72.021,27.161
-0.226,-0.773,0.365,-21.667,-52.246,36.255
-0.35,-0.745,0.473,-18.677,-44.495,43.945
-0.438,-0.757,0.523,-18.311,-47.668,44.922
-0.494,-0.668,0.45,-17.761,-54.871,36.499
-0.464,-0.667,0.386,-15.503,-53.04,26.306
-0.36,-0.698,0.26,-10.071,-37.781,13.977
-0.294,-0.969,0.28,-5.249,-11.597,-2.075
-0.329,-0.814,0.218,4.395,15.259,-37.842
-0.186,-0.736,0.316,8.606,49.316,-46.387
-0.089,-0.774,0.489,8.545,77.087,-49.255
0.058,-0.818,0.6,9.094,80.017,-40.039
0.137,-0.788,0.628,6.287,63.049,-27.344
0.18,-0.796,0.621,3.479,35.95,-10.681
0.166,-0.854,0.591,2.441,5.249,3.174
0.09,-0.882,0.529,3.479,-24.292,11.902
-0.031,-0.909,0.459,3.174,-45.715,20.264
-0.149,-0.973,0.409,1.465,-54.993,26.428
-0.24,-1.026,0.369,0.488,-54.26,26.611
-0.288,-1.039,0.332,-0.305,-45.776,21.362
-0.292,-1.034,0.307,-1.343,-30.396,14.221
-0.253,-1.04,0.316,-2.136,-11.536,5.92
-0.189,-1.042,0.352,-1.648,6.104,-3.967
-0.126,-1.019,0.412,-1.099,19.714,-15.015
-0.08,-0.969,0.484,-0.488,26.55,-23.254
-0.047,-0.917,0.545,-1.221,25.818,-25.269
-0.026,-0.888,0.58,-3.967,18.86,-20.691
-0.014,-0.873,0.585,-6.042,7.935,-12.695
-0.019,-0.871,0.557,-7.08,-3.601,-6.287
-0.051,-0.883,0.521,-8.301,-11.963,-1.953
-0.101,-0.873,0.485,-8.728,-15.808,-0.061
-0.138,-0.845,0.453,-7.996,-14.771,0.183
-0.155,-0.83,0.442,-7.08,-9.46,0.671
-0.155,-0.839,0.456,-5.798,-3.357,1.221
-0.149,-0.861,0.474,-4.211,0.549,-0.244
-0.141,-0.882,0.483,-2.563,1.404,-3.357
-0.132,-0.892,0.483,-1.465,-0.305,-6.897
-0.131,-0.889,0.473,-0.732,-2.869,-10.437
-0.131,-0.886,0.458,0.305,-5.005,-12.695
-0.133,-0.905,0.436,0.916,-5.31,-13.0
-0.138,-0.931,0.419,0.854,-2.686,-12.024
-0.14,-0.936,0.398,1.465,2.502,-12.146
-0.15,-0.933,0.381,1.953,10.62,-11.963
-0.163,-0.938,0.377,1.16,21.545,-10.376
-0.185,-0.943,0.353,0.488,34.424,-7.812
-0.186,-0.941,0.339,-0.854,50.537,-6.47
-0.192,-0.919,0.324,-1.709,69.519,-6.592
-0.174,-0.871,0.329,-1.892,89.05,-6.714
-0.109,-0.828,0.43,-1.404,106.384,-5.432
0.004,-0.823,0.617,0.366,110.352,-3.418
0.133,-0.87,0.812,1.831,88.623,-2.014
0.179,-0.918,0.855,1.77,39.856,-2.136
0.055,-0.888,0.696,0.366,-16.479,-4.456
0.04,-0.804,0.703,-0.732,-55.359,-3.296
0.18,-0.865,0.832,-0.61,-87.769,3.357
0.13,-0.867,0.677,-1.587,-133.118,7.202
-0.014,-0.886,0.404,-4.395,-165.588,16.846
-0.246,-0.941,0.119,-5.981,-160.645,22.583
-0.43,-1.005,-0.063,-3.906,-117.188,17.761
-0.494,-1.014,-0.026,-0.061,-46.448,6.348
-0.401,-0.999,0.176,2.625,24.719,-5.432
-0.309,-0.951,0.319,2.136,73.303,-15.442
-0.207,-0.912,0.427,0.427,98.389,-20.325
-0.083,-0.898,0.553,-1.221,105.713,-23.499
0.024,-0.873,0.654,-0.671,94.177,-28.381
0.061,-0.805,0.688,1.648,67.566,-30.945
0.066,-0.756,0.692,2.136,34.912,-25.513
0.06,-0.785,0.674,0.61,2.991,-12.207
0.022,-0.855,0.598,-0.977,-25.269,0.977
-0.036,-0.921,0.506,-1.892,-43.274,9.277
-0.099,-0.947,0.444,-2.502,-47.974,11.78
-0.151,-0.943,0.406,-2.625,-41.321,11.475
-0.186,-0.932,0.388,-3.296,-27.832,10.254
-0.191,-0.926,0.4,-3.662,-11.536,8.911
-0.167,-0.916,0.442,-3.784,3.113,6.47
-0.135,-0.9,0.496,-3.784,11.414,3.479
-0.115,-0.884,0.526,-3.784,11.536,0.732
-0.096,-0.879,0.531,-3.906,5.554,-0.549
-0.097,-0.894,0.506,-3.601,-1.648,-2.38
-0.11,-0.899,0.47,-2.563,-6.836,-5.737
-0.124,-0.891,0.444,-0.793,-8.179,-9.094
-0.13,-0.891,0.437,0.122,-5.432,-10.071
-0.128,-0.908,0.448,0.305,-0.244,-8.911
-0.121,-0.93,0.466,0.061,4.395,-7.69
-0.107,-0.942,0.485,-0.549,7.263,-7.629
-0.09,-0.936,0.506,-1.526,7.874,-8.728
1.711,-1.366,-0.321,-58.228,-22.644,-32.898
1.919,-1.355,-0.572,-87.28,-82.886,-42.847
2.21,-1.405,-0.877,-102.844,-177.002,-54.138
2.344,-1.447,-1.052,-109.009,-306.396,-69.824
2.362,-1.451,-1.116,-125.244,-442.078,-87.891
2.48,-1.373,-1.204,-140.076,-575.317,-84.961
2.667,-1.197,-1.412,-130.554,-714.539,-56.885
2.705,-0.975,-1.599,-93.323,-857.605,-14.709
2.526,-0.703,-1.697,-62.378,-973.389,30.945
2.261,-0.448,-1.775,-35.583,-1035.767,89.294
1.871,-0.429,-1.768,-7.568,-1046.082,175.537
1.436,-0.738,-1.77,11.047,-1027.161,267.822
0.971,-1.203,-1.768,10.071,-997.009,342.102
0.355,-1.497,-1.753,-0.183,-956.848,379.7
-0.341,-1.543,-1.71,-8.301,-905.762,375.854
-0.925,-1.317,-1.783,-12.756,-846.191,337.708
-2.452,0.017,-0.712,24.109,-759.033,272.705
-4.0,-0.473,-0.95,212.891,-681.274,301.514
-4.0,-0.222,-2.965,-36.926,-634.46,519.043
-4.0,-2.594,-3.698,-314.392,-432.861,597.046
-2.825,-3.486,-2.726,-213.013,-153.503,381.47
-0.848,-1.885,-1.365,36.377,23.437,54.626
0.408,-1.022,-0.008,117.004,126.465,-191.772
0.187,-0.584,0.693,74.219,140.564,-279.785
0.003,-0.79,0.806,69.58,107.3,-220.886
-0.027,-1.907,0.72,73.059,73.242,-148.743
0.443,-2.272,0.753,46.997,53.833,-144.409
0.567,-1.672,0.574,25.208,30.945,-177.856
0.663,-1.655,0.483,39.185,-0.977,-248.657
0.862,-1.263,0.298,36.56,2.075,-246.033
0.819,-1.154,0.365,42.847,6.165,-207.825
0.756,-1.123,0.534,23.865,-3.235,-160.461
0.675,-0.996,0.672,12.024,-36.011,-94.299
0.459,-0.929,0.652,-5.615,-86.182,-24.414
0.2,-0.91,0.534,-26.123,-133.85,32.715
-0.105,-0.862,0.348,-37.659,-164.795,76.355
-0.419,-0.745,0.217,-42.542,-169.067,97.778
-0.749,-0.593,0.216,-39.551,-152.344,102.783
-1.06,-0.479,0.23,-30.884,-128.479,102.783
-1.2,-0.544,0.118,-31.372,-105.469,105.896
-1.181,-0.77,-0.053,-40.894,-76.05,97.778
-1.009,-0.93,-0.153,-43.396,-34.729,66.467
-0.682,-0.916,-0.107,-32.776,11.841,19.653
-0.356,-0.791,0.058,-17.151,51.941,-21.057
-0.111,-0.692,0.246,-7.69,72.815,-38.757
0.04,-0.693,0.389,-1.526,69.885,-33.569
0.129,-0.837,0.508,3.418,48.035,-15.076
0.08,-0.971,0.493,5.981,13.916,3.113
-0.02,-1.053,0.404,5.737,-18.555,18.616
-0.063,-1.236,0.469,3.906,-42.358,25.94
-0.278,-1.137,0.174,2.991,-62.988,21.24
-0.393,-0.994,0.105,-1.404,-54.382,28.381
-0.32,-0.846,0.243,-3.235,-24.902,40.649
-0.098,-1.232,0.491,-4.15,-18.005,55.176
-0.315,-1.205,0.21,-5.005,-39.307,37.292
-0.384,-1.219,0.174,-5.127,-38.452,18.738
-0.455,-0.975,0.224,-1.526,-18.25,-12.268
-0.357,-0.847,0.285,2.502,-4.333,-24.414
-0.404,-0.775,0.183,0.549,6.47,-24.17
-0.343,-0.881,0.257,-0.122,27.161,-15.869
-0.233,-1.037,0.391,2.93,44.067,-16.357
-0.154,-1.086,0.464,6.226,45.105,-27.283
-0.135,-0.992,0.477,5.554,35.4,-38.574
-0.158,-0.842,0.436,2.441,27.222,-39.612
-0.155,-0.754,0.446,0.488,25.085,-28.87
-0.118,-0.784,0.507,-0.244,23.865,-12.573
-0.119,-0.865,0.492,-0.549,16.724,0.977
-0.128,-0.921,0.491,-1.16,8.362,7.568
-0.151,-0.896,0.455,-0.488,-0.488,5.432
-0.171,-0.824,0.445,-0.244,-8.789,2.747
-0.2,-0.805,0.428,0.488,-15.015,5.432
-0.234,-0.867,0.383,0.61,-19.958,10.986
