aX,aY,aZ,gX,gY,gZ
-0.23,-0.448,0.365,75.256,279.236,70.435
-0.224,-0.512,0.12,64.941,259.644,71.045
-0.186,-0.496,-0.089,50.598,247.925,67.566
-0.115,-0.433,-0.209,30.823,246.155,64.819
-0.011,-0.448,-0.254,6.714,248.596,68.359
0.08,-0.489,-0.287,-20.142,251.343,71.716
0.208,-0.389,-0.287,-44.495,253.052,70.679
0.36,-0.268,-0.222,-65.735,251.221,73.181
0.418,-0.139,-0.199,-83.435,241.272,75.562
0.467,0.005,-0.163,-94.604,225.586,80.017
0.46,0.06,-0.106,-99.976,205.811,86.304
0.455,0.115,-0.159,-99.426,181.091,87.28
0.42,0.171,-0.224,-91.003,160.095,86.731
0.392,0.215,-0.242,-80.383,148.743,85.205
0.369,0.216,-0.254,-66.65,142.944,81.116
0.395,0.236,-0.225,-50.049,140.503,73.364
0.431,0.228,-0.154,-32.898,136.536,65.613
0.436,0.166,-0.113,-16.846,126.953,57.129
0.416,0.082,-0.116,-2.991,113.525,45.288
0.404,0.066,-0.15,8.484,100.22,30.701
0.386,0.079,-0.198,15.93,90.637,20.081
0.402,0.064,-0.216,18.86,86.792,15.869
0.446,-0.016,-0.176,19.165,86.914,15.381
0.469,-0.086,-0.169,18.799,84.412,13.123
0.498,-0.071,-0.178,17.7,80.505,9.949
0.559,-0.054,-0.142,12.39,78.552,11.414
0.583,-0.089,-0.1,2.747,76.477,16.479
0.602,-0.105,-0.053,-7.446,72.51,20.935
0.612,-0.078,-0.013,-16.968,65.918,23.499
0.599,-0.018,0.014,-25.208,56.763,24.475
0.594,0.044,0.02,-30.029,46.692,25.452
0.602,0.091,0.011,-31.372,38.086,25.818
0.607,0.105,-0.013,-29.663,32.959,25.574
0.624,0.112,-0.039,-24.841,31.921,23.376
0.65,0.125,-0.051,-17.761,33.813,19.409
0.686,0.128,-0.071,-9.583,36.926,15.808
0.727,0.112,-0.078,-2.625,41.931,14.099
0.765,0.077,-0.052,1.831,47.546,14.465
0.777,0.056,-0.005,4.395,49.927,15.808
0.814,0.042,0.02,5.92,46.692,16.174
0.824,0.046,0.028,4.639,40.039,16.113
0.819,0.057,0.017,2.258,32.227,17.029
0.826,0.064,-0.012,-1.221,25.879,18.127
0.835,0.075,-0.034,-4.272,22.949,19.592
0.84,0.092,-0.049,-6.287,22.583,20.386
0.836,0.113,-0.064,-6.409,22.766,20.325
0.834,0.135,-0.077,-3.967,23.132,19.348
0.837,0.155,-0.089,0.183,23.376,18.188
0.841,0.173,-0.094,5.676,23.56,18.188
0.839,0.179,-0.117,11.414,24.292,18.982
0.878,0.174,-0.069,17.578,25.757,19.226
0.91,0.215,-0.044,22.4,23.804,20.02
0.924,0.216,-0.045,23.376,18.433,25.208
0.914,0.162,-0.067,20.874,13.794,31.677
0.96,0.125,0.002,17.395,10.376,34.607
0.972,0.1,-0.007,11.597,1.77,33.691
0.922,0.145,-0.066,5.188,-6.836,29.48
0.91,0.204,-0.102,-1.953,-9.827,26.611
0.945,0.241,-0.056,-8.118,-8.179,25.452
0.955,0.258,-0.03,-12.512,-9.155,24.109
0.932,0.288,-0.069,-14.832,-13.0,21.057
0.938,0.321,-0.055,-14.893,-13.367,19.043
0.937,0.337,-0.031,-13.123,-12.512,17.944
0.927,0.339,-0.045,-9.949,-13.123,16.724
0.923,0.338,-0.077,-5.92,-11.536,15.686
0.923,0.32,-0.086,-1.038,-5.676,14.832
0.922,0.312,-0.082,4.517,1.648,12.756
0.953,0.312,-0.061,9.033,8.24,11.292
0.986,0.29,-0.031,11.536,11.902,11.414
0.995,0.25,-0.031,11.902,11.597,10.986
0.993,0.226,-0.052,11.23,9.46,8.545
1.011,0.226,-0.06,9.705,8.301,4.822
1.012,0.229,-0.063,6.836,7.751,2.441
1.0,0.226,-0.063,3.113,7.446,1.526
0.997,0.227,-0.056,0.854,6.592,0.793
1.0,0.239,-0.043,-0.244,5.005,-0.183
1.0,0.251,-0.036,-1.221,2.319,-0.305
0.991,0.25,-0.037,-2.075,-0.671,0.427
0.991,0.244,-0.051,-2.197,-3.235,0.671
0.997,0.243,-0.062,-1.953,-4.15,0.549
0.999,0.243,-0.054,-2.625,-3.479,0.732
0.999,0.237,-0.037,-3.845,-2.319,1.16
0.992,0.234,-0.027,-4.639,-2.502,0.549
0.983,0.24,-0.023,-4.883,-3.54,-0.183
0.972,0.25,-0.018,-5.432,-4.395,-0.305
0.962,0.253,-0.007,-6.592,-5.554,0.916
0.959,0.253,0.003,-7.324,-6.592,2.014
0.956,0.257,0.011,-7.507,-7.751,2.075
0.948,0.263,0.013,-7.202,-9.399,1.831
0.946,0.266,0.013,-6.165,-10.559,1.709
0.943,0.263,0.012,-4.272,-11.292,1.953
0.938,0.25,0.013,-2.136,-11.414,2.38
0.933,0.235,0.022,-0.916,-11.353,2.502
0.926,0.221,0.029,-0.488,-11.475,1.77
0.921,0.209,0.03,-0.549,-12.268,0.305
0.925,0.198,0.044,-1.221,-12.695,-1.16
0.924,0.189,0.048,-3.052,-13.245,-2.197
0.916,0.184,0.046,-5.859,-13.55,-2.686
0.916,0.189,0.052,-8.484,-12.817,-3.296
0.919,0.205,0.056,-10.681,-11.78,-3.967
0.444,-0.494,1.969,138.855,-9.766,-10.315
0.381,-0.706,2.143,136.108,-15.869,13.611
0.322,-0.907,2.362,115.662,-12.268,49.377
0.246,-1.27,2.599,81.543,-5.493,93.872
0.175,-1.652,2.807,33.264,0.183,124.817
-0.042,-2.134,2.891,-19.043,6.226,130.066
-0.064,-1.832,2.852,-69.58,14.648,96.252
-0.065,-1.343,2.528,-109.802,29.053,74.768
-0.15,-1.012,2.361,-128.174,71.533,68.054
-0.088,-0.845,2.419,-123.718,130.859,74.28
0.064,-0.792,2.545,-107.666,183.289,79.712
0.154,-0.794,2.665,-85.999,215.576,76.843
0.058,-0.818,2.643,-67.322,226.562,69.214
0.112,-0.654,2.602,-59.021,226.196,68.481
-0.002,-0.738,2.359,-60.425,217.285,85.144
-0.229,-0.799,1.922,-61.89,207.275,93.018
-0.271,-0.72,1.594,-58.411,210.632,92.651
-0.284,-0.654,1.327,-52.979,218.811,91.125
-0.363,-0.602,1.044,-45.715,226.074,86.792
-0.448,-0.554,0.818,-37.17,235.596,80.505
-0.398,-0.466,0.586,-29.846,245.911,74.219
-0.325,-0.441,0.44,-25.024,254.7,72.693
-0.277,-0.487,0.338,-24.109,258.667,73.608
-0.254,-0.527,0.232,-27.344,257.019,73.853
-0.222,-0.542,0.124,-31.799,251.953,71.167
-0.184,-0.484,0.004,-37.415,247.253,66.467
-0.111,-0.433,-0.064,-45.227,244.385,65.613
-0.047,-0.374,-0.136,-51.819,238.953,63.965
0.021,-0.269,-0.237,-54.26,230.591,62.073
0.085,-0.171,-0.264,-56.03,225.037,64.941
0.137,-0.156,-0.27,-57.068,218.567,70.923
0.16,-0.124,-0.316,-55.542,209.778,74.219
0.212,-0.069,-0.326,-51.941,200.867,75.317
0.259,-0.035,-0.315,-49.316,192.2,74.707
0.26,0.003,-0.327,-47.729,181.946,73.486
0.28,0.036,-0.283,-45.105,172.363,72.205
0.309,0.046,-0.227,-41.382,159.668,68.787
0.317,0.099,-0.254,-36.133,142.334,63.843
0.333,0.095,-0.218,-31.311,128.052,61.462
0.332,0.077,-0.265,-25.757,113.953,56.152
0.303,0.104,-0.318,-19.47,103.943,50.659
0.304,0.118,-0.322,-13.489,101.563,46.692
0.327,0.114,-0.313,-7.69,102.783,43.213
0.364,0.111,-0.299,-1.77,104.187,40.283
0.412,0.117,-0.273,3.418,103.882,38.574
0.478,0.117,-0.241,7.08,99.976,36.926
0.533,0.107,-0.218,8.85,91.614,36.743
0.566,0.094,-0.212,9.033,79.773,37.354
0.602,0.083,-0.21,8.911,67.078,37.964
0.64,0.077,-0.2,8.179,55.115,38.391
0.65,0.074,-0.203,5.676,44.922,38.696
0.646,0.068,-0.213,2.014,36.926,37.964
0.649,0.069,-0.208,-1.709,31.677,36.987
0.656,0.087,-0.194,-5.92,28.137,35.645
0.663,0.113,-0.175,-10.559,25.452,34.607
0.684,0.135,-0.16,-14.587,22.339,33.63
0.723,0.154,-0.151,-18.372,19.897,32.471
0.764,0.175,-0.131,-21.423,18.311,31.982
0.805,0.185,-0.108,-23.743,16.235,32.043
0.84,0.188,-0.086,-26.855,12.878,32.043
0.853,0.194,-0.065,-32.288,8.972,31.433
0.844,0.209,-0.04,-38.269,4.395,28.687
0.833,0.239,-0.03,-43.64,-0.61,24.536
0.829,0.279,-0.034,-47.913,-4.517,20.325
0.818,0.326,-0.04,-50.903,-5.981,17.7
0.821,0.366,-0.049,-51.941,-4.456,16.907
0.836,0.388,-0.063,-50.049,-0.061,16.907
0.863,0.401,-0.056,-46.753,6.958,17.09
0.904,0.406,-0.027,-42.175,13.306,16.418
0.942,0.404,0.005,-37.292,16.907,15.015
0.968,0.401,0.03,-32.593,17.029,12.756
0.987,0.395,0.046,-27.588,13.916,9.766
1.001,0.392,0.053,-22.278,8.423,6.897
1.003,0.392,0.042,-16.724,1.587,5.249
0.952,0.366,-0.042,-12.024,-4.456,5.066
0.915,0.326,-0.094,-10.01,-3.174,6.165
0.999,0.312,0.052,-9.644,4.15,5.92
1.011,0.287,0.091,-10.132,1.465,4.822
0.972,0.265,0.044,-11.169,-7.568,2.441
0.935,0.258,-0.008,-12.634,-11.353,-0.488
0.969,0.307,0.039,-15.32,-8.179,-2.258
1.033,0.318,0.178,-17.456,-6.775,-0.061
1.01,0.308,0.141,-17.212,-17.944,2.197
0.91,0.266,-0.014,-13.794,-29.297,2.136
0.803,0.236,-0.141,-8.911,-24.536,-1.892
0.796,0.25,-0.135,-4.761,-5.92,-7.69
0.881,0.286,0.01,-2.319,14.954,-10.864
0.983,0.325,0.161,-0.916,21.729,-8.728
1.002,0.257,0.168,0.427,11.78,-1.953
0.985,0.175,0.1,3.174,-2.563,1.709
0.996,0.176,0.076,5.676,-11.597,1.282
1.001,0.172,0.083,5.188,-18.433,1.343
0.978,0.177,0.024,2.869,-25.085,1.465
0.944,0.177,-0.004,-0.671,-25.208,2.93
0.936,0.171,0.028,-4.578,-20.203,3.235
0.914,0.181,0.021,-7.385,-16.174,0.916
0.903,0.215,0.008,-8.789,-11.597,-2.502
0.919,0.238,0.028,-9.583,-4.639,-4.517
0.93,0.239,0.045,-9.399,1.099,-5.493
0.943,0.235,0.057,-8.057,4.822,-6.165
0.94,0.234,0.061,-5.92,6.897,-7.385
0.942,0.241,0.051,-3.845,7.812,-8.057
0.952,0.26,0.061,-2.319,8.545,-7.08
0.949,0.277,0.069,-1.77,7.996,-4.395
0.966,0.263,0.081,-1.16,5.066,-0.732
0.981,0.259,0.068,0.732,0.061,0.916
0.973,0.255,0.018,2.686,-5.127,1.282
0.958,0.246,-0.026,4.211,-7.019,0.916
0.959,0.222,-0.044,5.676,-4.517,0.488
0.97,0.199,-0.027,6.104,-0.549,-0.732
0.976,0.195,-0.006,5.981,2.502,-1.831
0.973,0.199,0.014,5.615,3.357,-2.319
0.967,0.19,0.035,3.54,2.747,-1.221
0.956,0.171,0.054,-0.366,1.404,-0.061
0.942,0.162,0.052,-4.15,-0.61,-0.732
0.934,0.185,0.051,-7.69,-2.136,-2.93
0.942,0.219,0.06,-10.925,-2.38,-4.517
0.961,0.249,0.093,-13.0,-2.563,-3.845
0.971,0.262,0.111,-12.573,-5.615,-1.892
0.419,-0.584,2.313,73.669,13.245,22.522
0.403,-0.779,2.653,79.163,-11.536,45.532
0.251,-1.003,3.028,71.106,-34.119,78.613
0.01,-1.197,3.224,53.894,-56.03,113.77
-0.18,-1.282,3.15,25.208,-67.932,138.733
-0.408,-1.318,2.996,-6.958,-54.626,152.649
-0.57,-1.553,2.722,-39.734,-13.123,148.499
-0.518,-1.365,2.736,-63.721,51.941,113.159
-0.36,-0.98,2.829,-81.726,120.117,82.458
-0.316,-0.784,2.92,-100.342,178.345,75.5
-0.326,-0.684,2.887,-105.896,219.36,76.294
-0.367,-0.563,2.683,-96.924,246.582,72.876
-0.429,-0.578,2.383,-78.796,270.569,63.538
-0.389,-0.441,2.19,-57.251,296.936,49.133
-0.233,-0.471,2.135,-40.649,317.932,49.5
-0.35,-0.552,1.783,-33.142,319.702,57.373
-0.339,-0.607,1.539,-28.809,322.937,64.819
-0.347,-0.664,1.304,-26.428,322.876,68.848
-0.416,-0.625,0.998,-24.902,317.261,66.284
-0.455,-0.568,0.722,-25.696,315.43,63.599
-0.432,-0.495,0.475,-27.771,316.772,61.89
-0.386,-0.469,0.333,-30.518,320.923,63.721
-0.347,-0.446,0.234,-32.837,322.449,63.293
-0.325,-0.424,0.11,-32.471,317.383,59.998
-0.31,-0.347,-0.043,-29.053,309.143,54.321
-0.265,-0.274,-0.18,-21.423,302.429,49.744
-0.182,-0.175,-0.288,-10.315,296.509,46.509
-0.033,-0.054,-0.358,5.005,287.537,47.058
0.062,0.046,-0.409,20.935,276.001,55.176
0.149,0.105,-0.477,36.438,260.742,67.566
0.224,0.068,-0.489,50.781,245.239,80.811
0.297,0.002,-0.503,61.646,225.952,90.027
0.321,-0.061,-0.532,66.467,204.712,97.473
0.34,-0.124,-0.545,62.683,186.157,101.807
0.368,-0.127,-0.511,50.781,170.654,102.966
0.428,-0.08,-0.437,33.691,154.48,105.652
0.437,-0.059,-0.418,14.771,134.644,108.765
0.395,0.005,-0.457,-1.221,114.868,107.178
0.349,0.063,-0.471,-13.184,100.769,105.042
0.323,0.14,-0.482,-21.423,91.797,99.915
0.327,0.174,-0.441,-26.245,85.754,95.337
0.316,0.169,-0.412,-26.672,78.308,87.158
0.31,0.171,-0.42,-22.827,68.848,74.158
0.305,0.178,-0.44,-16.968,59.937,59.509
0.306,0.192,-0.461,-9.888,53.955,45.044
0.352,0.216,-0.447,-1.953,51.758,33.386
0.423,0.22,-0.404,4.944,50.598,28.076
0.488,0.183,-0.368,10.01,46.57,28.625
0.543,0.128,-0.352,12.878,39.795,30.762
0.583,0.091,-0.333,12.207,31.616,32.41
0.599,0.074,-0.31,7.385,22.827,33.386
0.599,0.076,-0.277,-0.916,14.038,33.63
0.607,0.087,-0.231,-10.742,5.981,33.569
0.621,0.097,-0.2,-21.484,-2.38,33.081
0.634,0.12,-0.181,-31.494,-11.292,31.799
0.646,0.169,-0.158,-38.574,-19.592,29.541
0.649,0.23,-0.153,-42.542,-26.733,28.503
0.641,0.28,-0.175,-44.067,-31.616,29.48
0.635,0.306,-0.193,-43.091,-32.227,31.616
0.629,0.323,-0.206,-40.1,-28.87,32.898
0.639,0.325,-0.214,-35.706,-22.766,32.349
0.671,0.317,-0.214,-30.884,-14.282,29.48
0.721,0.301,-0.189,-27.405,-4.578,24.963
0.771,0.287,-0.151,-26.001,3.967,19.714
0.803,0.286,-0.135,-26.001,9.094,14.16
0.853,0.296,-0.114,-26.978,12.207,9.216
0.925,0.323,-0.044,-29.236,13.184,6.714
0.945,0.338,-0.028,-32.166,8.118,7.568
0.935,0.326,-0.061,-34.912,-0.061,9.521
0.924,0.31,-0.095,-36.377,-4.883,9.399
0.924,0.334,-0.107,-37.109,-5.981,7.324
0.948,0.351,-0.093,-37.537,-4.639,5.737
0.974,0.352,-0.077,-38.513,-3.052,4.944
0.981,0.349,-0.077,-38.208,-1.953,4.761
0.98,0.344,-0.08,-36.133,-0.366,3.357
0.982,0.355,-0.074,-33.02,1.953,0.732
0.988,0.389,-0.035,-28.687,4.456,-0.854
0.958,0.377,-0.048,-23.865,4.578,-0.183
0.971,0.306,-0.023,-18.372,5.615,-0.61
0.995,0.304,0.026,-12.085,5.737,-4.639
1.004,0.315,0.035,-8.972,1.526,-6.775
1.001,0.314,0.037,-7.751,-3.174,-5.859
0.99,0.298,-0.007,-5.615,-6.653,-3.357
1.041,0.288,0.061,-2.991,-6.958,-1.16
1.076,0.281,0.097,-1.526,-12.268,2.197
1.052,0.26,0.07,-0.854,-22.461,5.737
0.978,0.23,-0.035,-0.732,-29.175,7.263
0.954,0.224,-0.054,-0.916,-24.963,6.165
0.983,0.236,0.031,-1.099,-15.564,3.967
0.984,0.224,0.054,-1.221,-13.367,1.587
0.935,0.214,0.009,-0.427,-14.832,-2.014
0.915,0.248,0.001,0.366,-12.329,-5.432
0.907,0.271,0.006,0.0,-7.019,-5.798
0.917,0.278,0.026,-0.793,-1.465,-3.845
0.947,0.285,0.076,-1.099,2.625,-1.099
0.979,0.277,0.132,-0.61,1.343,1.282
0.997,0.27,0.137,1.526,-6.348,1.587
0.99,0.277,0.107,4.7,-17.09,0.793
0.963,0.276,0.05,7.507,-26.733,0.0
0.909,0.262,-0.047,9.338,-30.884,-0.977
0.833,0.244,-0.17,9.888,-25.208,-2.258
0.819,0.233,-0.178,8.85,-7.385,-3.418
0.887,0.224,-0.042,7.08,12.939,-4.333
0.954,0.199,0.065,5.859,21.118,-6.165
0.972,0.211,0.057,4.883,15.503,-9.46
0.957,0.243,0.041,2.197,8.606,-8.85
0.944,0.244,0.053,-1.343,4.395,-4.883
0.946,0.236,0.04,-3.723,-0.366,-2.075
0.925,0.24,0.005,-4.272,-4.028,-1.404
0.923,0.247,-0.005,-3.662,-4.517,-1.892
0.928,0.248,-0.005,-2.502,-3.357,-2.563
0.931,0.233,-0.0,-1.892,-1.404,-2.319
0.929,0.208,0.003,-1.648,1.221,-2.197
0.934,0.2,0.004,-1.892,3.723,-3.052
0.931,0.212,0.004,-2.747,6.042,-4.089
0.956,0.238,0.033,-4.15,8.545,-3.235
0.959,0.259,0.056,-5.249,8.362,-0.671
0.963,0.242,0.055,-5.798,5.249,3.113
0.969,0.218,0.061,-5.127,1.038,4.517
0.415,-0.796,2.344,117.859,27.222,4.456
0.422,-1.041,2.655,96.802,16.907,22.034
0.356,-1.26,2.883,60.425,1.343,44.006
0.2,-1.429,3.031,4.944,-12.207,68.604
0.015,-1.508,3.05,-57.495,-18.433,93.75
-0.187,-1.432,2.978,-115.173,-11.23,105.774
-0.374,-1.267,2.859,-163.94,14.16,102.844
-0.297,-0.67,2.815,-198.12,55.603,88.074
-0.247,-0.261,2.77,-214.783,99.426,86.731
-0.284,-0.117,2.739,-207.336,146.118,82.153
-0.274,-0.022,2.68,-175.903,189.392,63.965
-0.237,0.075,2.647,-133.484,223.755,39.673
-0.286,0.067,2.56,-91.858,248.169,23.01
-0.36,-0.074,2.368,-57.983,264.221,16.479
-0.381,-0.216,2.11,-32.104,273.621,10.681
-0.3,-0.151,1.869,-8.545,278.076,2.258
-0.391,-0.177,1.494,11.719,276.123,4.333
-0.489,-0.282,1.134,30.09,279.419,9.705
-0.501,-0.421,0.877,46.082,289.49,13.672
-0.489,-0.583,0.651,55.298,297.729,14.099
-0.481,-0.706,0.428,52.307,304.565,12.756
-0.442,-0.755,0.274,35.889,313.416,13.0
-0.393,-0.734,0.172,11.597,319.092,14.282
-0.344,-0.736,0.041,-11.292,318.359,13.611
-0.3,-0.699,-0.116,-28.076,313.232,6.836
-0.204,-0.522,-0.231,-37.903,308.105,-1.465
-0.08,-0.365,-0.297,-43.762,303.162,-0.183
0.004,-0.22,-0.338,-45.532,294.922,7.08
0.121,-0.141,-0.353,-41.626,282.104,21.057
0.183,-0.159,-0.364,-32.776,263.55,35.706
0.247,-0.115,-0.4,-19.043,239.075,43.762
0.298,-0.056,-0.454,-4.639,213.44,53.589
0.35,-0.059,-0.493,6.958,191.65,64.636
0.38,-0.068,-0.511,16.052,173.035,74.951
0.41,-0.056,-0.511,22.644,157.043,82.703
0.42,-0.083,-0.501,25.879,142.029,88.379
0.463,-0.062,-0.447,25.024,128.662,90.393
0.503,-0.038,-0.379,18.738,114.624,94.299
0.469,-0.023,-0.357,5.31,99.915,99.304
0.41,-0.105,-0.334,-10.315,86.975,100.952
0.374,-0.126,-0.298,-23.071,74.28,89.233
0.388,0.001,-0.259,-31.189,60.791,71.106
0.35,0.086,-0.292,-38.818,46.875,59.937
0.301,0.099,-0.343,-44.128,38.879,52.185
0.324,0.11,-0.343,-43.884,37.781,44.556
0.336,0.117,-0.355,-39.734,38.391,37.292
0.369,0.15,-0.35,-32.837,40.466,30.762
0.43,0.166,-0.311,-25.391,43.518,28.931
0.471,0.15,-0.306,-20.081,44.678,30.945
0.534,0.109,-0.282,-18.005,45.959,35.217
0.568,0.055,-0.257,-20.081,46.875,39.124
0.66,0.015,-0.149,-25.33,46.57,39.673
0.722,0.025,-0.084,-32.532,38.452,36.011
0.729,0.078,-0.1,-42.419,24.475,33.264
0.729,0.136,-0.119,-51.758,13.55,32.349
0.738,0.175,-0.142,-58.472,7.141,32.227
0.751,0.203,-0.143,-62.561,4.639,31.738
0.765,0.235,-0.128,-63.782,4.272,29.663
0.776,0.28,-0.113,-61.523,3.479,26.55
0.794,0.32,-0.104,-56.519,2.808,23.254
0.816,0.344,-0.098,-50.049,1.892,20.996
0.832,0.347,-0.099,-41.931,1.038,19.531
0.845,0.338,-0.109,-32.959,0.916,17.639
0.869,0.33,-0.122,-23.437,1.343,14.404
0.901,0.331,-0.134,-13.733,2.991,11.597
0.926,0.312,-0.141,-6.165,5.798,10.498
0.938,0.277,-0.131,-2.075,9.766,10.681
0.935,0.238,-0.118,-0.61,13.855,10.559
0.933,0.205,-0.095,-1.77,17.395,9.155
0.908,0.171,-0.1,-5.371,20.02,5.249
0.928,0.179,-0.095,-10.01,23.437,-0.122
0.963,0.19,-0.066,-15.259,27.71,-3.723
0.994,0.207,-0.032,-20.569,29.663,-5.127
0.979,0.202,-0.041,-25.452,28.503,-3.479
1.027,0.188,0.011,-28.687,27.222,-0.671
1.062,0.184,0.119,-30.212,21.729,1.831
0.945,0.187,-0.022,-30.762,6.958,4.578
0.921,0.179,-0.108,-30.884,3.418,7.141
0.934,0.206,-0.071,-30.273,12.573,8.85
1.07,0.215,0.145,-30.151,17.273,12.939
1.066,0.204,0.167,-29.602,2.441,18.066
1.001,0.166,0.062,-27.649,-16.235,21.484
0.914,0.166,-0.065,-25.818,-24.902,24.17
0.902,0.133,-0.061,-24.841,-18.616,27.344
0.935,0.143,0.026,-22.888,-9.338,26.733
0.932,0.208,0.004,-21.912,-6.775,25.452
0.98,0.27,0.058,-22.705,-4.089,27.039
1.002,0.293,0.104,-22.766,-4.089,30.273
0.981,0.286,0.048,-22.522,-9.338,32.471
1.0,0.307,0.067,-20.691,-12.146,29.419
1.012,0.357,0.079,-17.761,-15.93,23.743
0.99,0.417,0.019,-14.709,-21.606,19.104
0.971,0.426,-0.021,-10.498,-22.827,16.907
0.964,0.396,-0.004,-5.249,-19.226,14.587
0.954,0.394,-0.012,0.183,-17.09,10.681
0.951,0.403,-0.031,5.188,-15.137,7.751
0.943,0.386,-0.042,7.935,-10.62,7.08
0.923,0.339,-0.059,9.705,-4.944,7.446
0.923,0.309,-0.064,11.047,1.953,4.883
0.949,0.304,-0.037,11.841,9.094,1.038
0.954,0.302,-0.029,11.047,13.245,-1.953
0.932,0.28,-0.061,8.423,15.991,-3.967
0.912,0.274,-0.088,5.31,21.79,-6.47
0.958,0.316,-0.012,1.221,29.663,-9.277
1.04,0.358,0.117,-3.967,30.701,-9.521
1.017,0.369,0.1,-7.935,18.677,-7.935
0.983,0.371,0.008,-8.972,4.211,-6.409
0.971,0.372,-0.044,-7.629,-2.441,-5.371
0.963,0.363,-0.064,-4.944,-3.601,-4.578
0.954,0.354,-0.083,-0.366,-2.686,-4.822
0.96,0.337,-0.083,4.639,-0.61,-5.554
0.97,0.315,-0.06,8.667,1.648,-5.92
0.952,0.287,-0.063,11.597,1.526,-6.042
0.937,0.258,-0.083,13.611,0.916,-6.958
0.927,0.24,-0.084,14.404,2.136,-8.057
0.93,0.235,-0.075,13.916,4.15,-8.484
0.942,0.237,-0.057,12.817,5.31,-8.24
0.948,0.239,-0.036,10.925,4.822,-6.653
0.952,0.236,-0.022,8.057,2.319,-4.333
0.32,-0.273,2.341,101.074,13.855,20.813
0.271,-0.476,2.569,104.248,9.888,32.898
0.17,-0.819,2.821,100.159,8.179,51.575
0.042,-1.207,2.988,87.952,5.493,68.054
-0.104,-1.432,2.971,56.763,8.606,78.674
-0.273,-1.466,2.883,8.545,28.381,87.646
-0.424,-1.412,2.713,-40.466,65.979,86.182
-0.423,-1.097,2.751,-77.576,118.53,67.627
-0.25,-0.66,2.785,-102.844,168.335,56.824
-0.213,-0.52,2.795,-119.873,208.252,63.904
-0.241,-0.557,2.722,-119.568,244.446,65.308
-0.215,-0.533,2.555,-104.248,275.208,54.321
-0.205,-0.443,2.287,-80.627,301.086,39.063
-0.265,-0.438,2.018,-55.359,327.148,27.771
-0.109,-0.33,1.88,-32.715,348.877,22.827
-0.151,-0.425,1.606,-17.395,355.591,34.851
-0.188,-0.514,1.348,-9.155,360.901,44.922
-0.144,-0.558,1.195,-7.507,367.981,51.025
-0.138,-0.595,1.055,-12.756,369.568,53.65
-0.158,-0.552,0.918,-22.461,365.051,52.551
-0.176,-0.5,0.784,-32.776,355.53,51.88
-0.231,-0.474,0.553,-42.358,342.041,50.476
-0.282,-0.458,0.317,-49.561,332.397,46.57
-0.281,-0.42,0.125,-50.842,330.383,38.147
-0.232,-0.397,-0.024,-48.035,333.13,29.053
-0.16,-0.356,-0.105,-42.847,337.463,20.142
-0.073,-0.284,-0.126,-32.654,338.379,12.939
0.011,-0.211,-0.132,-19.47,331.543,10.132
0.09,-0.133,-0.15,-4.944,314.453,13.062
0.193,-0.096,-0.154,9.827,289.795,23.071
0.264,-0.065,-0.139,25.452,258.423,35.522
0.301,-0.049,-0.243,42.297,219.36,48.462
0.315,-0.055,-0.432,54.993,181.274,62.805
0.349,-0.086,-0.561,62.866,155.273,76.66
0.376,-0.135,-0.678,68.115,138.855,86.853
0.362,-0.192,-0.743,65.43,133.545,95.764
0.396,-0.219,-0.691,55.603,134.827,99.915
0.458,-0.203,-0.559,41.504,132.812,100.586
0.439,-0.184,-0.529,25.208,120.178,99.609
0.403,-0.167,-0.532,9.705,104.126,94.116
0.386,-0.126,-0.548,-0.977,89.844,84.045
0.381,-0.051,-0.548,-6.714,78.491,72.144
0.377,0.02,-0.555,-8.545,69.031,63.477
0.368,0.096,-0.509,-9.399,63.904,59.998
0.324,0.113,-0.511,-9.644,58.716,62.012
0.392,0.071,-0.443,-11.963,52.979,64.026
0.417,0.025,-0.387,-16.296,43.64,64.27
0.411,-0.003,-0.389,-22.827,29.846,62.073
0.389,-0.012,-0.44,-30.151,17.212,55.237
0.431,0.019,-0.425,-37.109,10.559,47.424
0.488,0.071,-0.389,-44.556,6.104,42.847
0.508,0.134,-0.401,-51.27,-0.488,41.626
0.533,0.193,-0.411,-54.138,-5.066,42.603
0.55,0.228,-0.423,-53.284,-7.568,43.701
0.563,0.253,-0.406,-50.415,-8.606,44.434
0.582,0.28,-0.376,-44.8,-9.033,44.739
0.595,0.305,-0.364,-37.537,-11.292,43.396
0.601,0.303,-0.37,-29.785,-13.611,41.687
0.639,0.261,-0.33,-22.583,-14.099,39.124
0.7,0.265,-0.296,-16.174,-15.991,33.447
0.729,0.263,-0.298,-12.024,-20.569,29.297
0.777,0.239,-0.293,-10.071,-24.536,26.062
0.795,0.224,-0.286,-9.216,-27.771,24.048
0.8,0.213,-0.303,-7.629,-30.09,20.691
0.773,0.184,-0.372,-7.324,-29.907,17.517
0.726,0.083,-0.439,-10.498,-22.4,14.832
0.793,0.119,-0.346,-13.916,-6.836,6.714
0.833,0.223,-0.26,-19.104,3.052,3.662
0.849,0.271,-0.215,-26.001,5.127,7.263
0.871,0.27,-0.198,-30.762,3.479,14.526
0.967,0.214,-0.128,-32.349,1.038,20.447
0.936,0.183,-0.175,-31.982,-6.775,20.081
0.904,0.202,-0.256,-30.273,-11.963,15.015
0.911,0.237,-0.237,-29.053,-7.385,9.888
