aX,aY,aZ,gX,gY,gZ
0.992,0.223,-0.003,8.423,-23.499,-9.949
0.975,0.203,-0.004,9.155,-20.935,-9.521
0.981,0.18,0.024,9.521,-15.808,-8.85
0.998,0.156,0.062,9.338,-12.268,-8.667
1.001,0.14,0.089,8.423,-11.597,-8.24
0.99,0.129,0.088,6.226,-12.756,-7.507
0.958,0.129,0.08,3.235,-12.939,-6.042
0.932,0.141,0.085,0.793,-10.681,-4.517
0.92,0.149,0.094,-0.854,-6.836,-2.991
0.914,0.155,0.1,-2.441,-3.235,-2.197
0.914,0.168,0.101,-2.869,-0.549,-2.075
0.942,0.187,0.116,-2.93,1.709,-2.136
0.959,0.193,0.108,-2.808,1.892,-0.916
0.957,0.185,0.065,-2.38,0.671,0.671
0.973,0.192,0.058,-1.282,1.343,1.282
0.995,0.206,0.083,-0.854,1.953,1.343
0.972,0.211,0.044,-1.038,-0.61,2.625
0.967,0.215,0.036,-1.709,-1.587,4.028
0.973,0.224,0.058,-2.441,-1.038,4.456
0.968,0.233,0.047,-2.502,-2.991,3.723
0.981,0.245,0.059,-2.563,-4.761,3.235
0.96,0.244,0.024,-3.235,-7.019,3.052
0.955,0.24,0.008,-4.272,-6.653,2.502
0.959,0.244,0.027,-5.249,-3.967,1.038
0.966,0.258,0.055,-5.859,-2.197,-0.732
0.972,0.268,0.066,-6.104,-2.747,-1.648
0.962,0.273,0.051,-6.47,-4.456,-1.709
0.957,0.281,0.033,-6.287,-5.493,-1.892
0.963,0.293,0.035,-5.615,-4.578,-1.831
0.339,-0.454,2.424,127.686,25.452,-1.221
0.196,-0.758,2.699,126.648,36.987,8.484
0.092,-0.972,2.958,105.225,56.824,30.457
-0.098,-1.319,3.199,78.247,67.932,67.017
-0.185,-1.676,3.34,33.02,75.867,104.553
-0.172,-1.749,3.213,-29.175,90.515,134.583
-0.202,-1.46,2.934,-88.379,121.521,136.169
-0.102,-1.012,2.679,-127.625,178.65,114.38
0.099,-0.556,2.69,-132.629,248.413,88.44
0.363,-0.208,2.994,-111.877,308.411,69.458
0.716,0.043,3.398,-80.2,327.454,65.979
0.531,-0.088,2.834,-50.171,292.236,79.834
0.172,-0.205,2.374,-22.705,272.156,87.219
0.031,-0.284,2.025,-3.418,277.161,82.642
0.062,-0.287,1.756,10.986,288.208,71.594
0.057,-0.281,1.502,26.489,297.424,61.462
0.023,-0.307,1.279,36.499,304.016,55.908
-0.016,-0.38,1.073,39.551,307.129,56.091
-0.069,-0.474,0.899,35.461,308.228,59.021
-0.145,-0.602,0.685,23.376,306.396,60.974
-0.18,-0.662,0.498,5.676,306.641,58.533
-0.13,-0.642,0.375,-15.747,310.486,55.969
-0.061,-0.562,0.237,-41.443,311.523,55.481
-0.006,-0.472,0.125,-62.744,306.763,54.382
0.034,-0.334,0.03,-72.998,297.852,51.453
0.08,-0.175,-0.048,-73.242,285.4,47.852
0.212,-0.071,-0.01,-63.171,268.066,46.692
0.186,0.003,-0.122,-44.434,238.525,46.265
0.173,0.062,-0.255,-24.78,208.496,50.049
0.19,0.03,-0.333,-6.897,186.34,56.946
0.226,-0.041,-0.365,7.446,168.274,60.547
0.309,-0.115,-0.306,19.409,151.55,61.584
0.329,-0.169,-0.283,25.94,128.723,61.096
0.354,-0.211,-0.287,23.132,101.746,63.232
0.381,-0.211,-0.253,16.357,75.745,64.575
0.337,-0.226,-0.292,5.981,47.119,59.937
0.242,-0.277,-0.374,-10.376,22.217,56.519
0.151,-0.256,-0.476,-25.452,10.315,50.72
0.07,-0.179,-0.516,-34.424,13.489,40.466
0.031,-0.119,-0.517,-39.49,28.137,28.381
0.04,-0.083,-0.496,-39.612,46.875,16.113
0.08,-0.038,-0.413,-34.668,65.735,4.578
0.171,0.037,-0.281,-24.17,76.721,-4.395
0.253,0.118,-0.209,-9.521,75.134,-8.606
0.295,0.149,-0.209,5.127,64.697,-5.92
0.302,0.118,-0.239,17.883,52.673,2.625
0.316,0.057,-0.253,28.625,44.25,10.742
0.364,-0.003,-0.236,36.804,38.818,15.32
0.41,-0.035,-0.218,40.649,34.241,17.456
0.443,-0.046,-0.218,40.161,29.48,18.86
0.489,-0.042,-0.202,36.072,24.597,20.081
0.542,-0.022,-0.171,29.663,19.287,20.935
0.584,-0.002,-0.178,22.217,12.085,21.24
0.62,0.029,-0.17,14.954,6.226,21.973
0.623,0.057,-0.187,7.08,2.502,23.804
0.609,0.066,-0.22,-0.61,1.587,25.391
0.609,0.069,-0.216,-8.789,6.104,24.414
0.628,0.095,-0.184,-15.32,11.597,19.958
0.659,0.144,-0.155,-19.775,14.954,14.282
0.693,0.186,-0.135,-22.156,15.991,10.803
0.727,0.214,-0.118,-23.804,15.686,10.132
0.764,0.234,-0.116,-23.499,14.465,11.719
0.808,0.241,-0.133,-20.874,13.184,15.076
0.837,0.238,-0.16,-17.578,13.123,18.921
0.85,0.237,-0.207,-13.794,14.648,21.667
0.885,0.231,-0.2,-10.437,19.043,23.254
0.954,0.221,-0.113,-8.545,22.278,23.499
1.003,0.221,-0.067,-7.507,16.602,22.217
1.009,0.206,-0.078,-8.179,4.395,21.179
0.961,0.166,-0.171,-10.254,-6.348,19.287
0.934,0.167,-0.233,-12.268,-8.545,14.587
0.963,0.186,-0.157,-14.832,-1.587,10.498
0.959,0.164,-0.148,-19.409,3.113,7.751
0.907,0.135,-0.207,-25.208,7.751,4.639
0.94,0.177,-0.078,-31.128,19.531,1.038
1.067,0.203,0.157,-36.682,22.888,0.305
0.95,0.213,-0.01,-40.161,5.676,-0.305
0.816,0.231,-0.187,-40.649,0.793,0.244
0.856,0.201,-0.126,-39.124,17.334,1.831
0.93,0.21,-0.003,-34.973,31.86,-0.305
1.092,0.238,0.245,-29.236,32.043,-1.221
1.092,0.224,0.165,-24.353,10.681,0.977
1.111,0.206,0.173,-18.799,-10.132,2.991
1.054,0.19,0.099,-13.184,-27.466,5.249
1.017,0.156,-0.005,-10.742,-38.94,7.141
1.066,0.175,0.115,-10.498,-38.94,8.179
1.083,0.202,0.145,-12.329,-44.006,11.719
1.026,0.153,0.049,-14.282,-51.208,16.663
1.013,0.088,0.007,-14.587,-48.462,17.761
0.921,0.106,-0.064,-13.733,-37.598,11.658
0.938,0.182,-0.007,-14.038,-20.935,3.479
0.98,0.233,0.099,-14.099,-6.287,-2.502
0.957,0.251,0.08,-13.733,-2.869,-5.798
0.946,0.25,0.065,-11.475,0.671,-8.423
0.989,0.249,0.142,-7.751,5.554,-10.925
1.014,0.252,0.182,-3.174,2.991,-12.207
1.006,0.251,0.133,1.465,-5.554,-12.085
0.982,0.239,0.068,5.066,-10.864,-9.644
0.961,0.203,0.029,7.996,-10.132,-6.348
0.953,0.157,0.015,10.62,-5.981,-5.371
0.952,0.133,0.009,12.39,-1.282,-7.141
0.951,0.139,0.004,12.939,3.479,-10.132
0.944,0.149,-0.017,11.78,8.484,-10.254
0.996,0.132,0.044,9.216,14.282,-7.141
1.031,0.083,0.121,6.775,15.259,-4.028
1.03,0.091,0.106,5.188,6.592,-4.089
0.986,0.102,0.051,3.296,-2.563,-3.113
0.942,0.09,-0.015,1.465,-5.432,-2.441
0.938,0.084,-0.019,0.488,-1.709,-2.502
0.935,0.079,-0.005,-0.61,4.395,-3.052
0.947,0.091,0.028,-1.465,8.972,-4.211
0.963,0.109,0.049,-1.953,9.949,-4.578
0.958,0.116,0.034,-2.441,8.362,-3.357
0.945,0.112,0.004,-3.113,7.446,-1.343
0.965,0.1,0.023,-3.174,8.24,-0.366
0.986,0.092,0.03,-2.38,7.324,-1.221
0.98,0.107,-0.003,-2.319,3.967,-2.563
0.979,0.123,-0.02,-4.211,3.235,-2.075
1.005,0.138,0.023,-5.981,4.456,-0.366
0.157,-0.924,2.436,77.515,82.52,37.781
0.181,-1.164,2.755,39.368,85.388,66.467
0.252,-1.27,3.172,4.15,75.012,94.543
0.173,-1.236,3.44,-8.789,35.95,109.924
0.171,-1.036,3.215,-28.564,-5.798,124.695
-0.025,-0.792,2.872,-44.434,-16.602,145.081
-0.345,-0.65,2.845,-45.654,17.212,150.757
-0.453,-0.87,2.923,-32.593,73.303,143.127
-0.334,-0.883,3.03,-19.47,133.24,107.788
-0.292,-0.805,3.024,-17.822,181.885,83.069
-0.395,-0.829,2.88,-31.006,221.191,82.397
-0.531,-0.873,2.467,-48.828,256.653,89.966
-0.572,-0.802,2.066,-62.683,298.523,88.501
-0.557,-0.67,1.717,-69.824,342.041,76.965
-0.419,-0.442,1.495,-69.763,377.502,61.035
-0.224,-0.338,1.388,-62.317,394.043,53.772
-0.241,-0.291,1.077,-46.143,383.85,50.781
-0.226,-0.261,0.824,-19.897,365.356,49.133
-0.195,-0.254,0.603,13.55,342.468,48.645
-0.203,-0.279,0.379,49.255,311.951,50.903
-0.246,-0.258,0.114,81.055,280.823,57.007
-0.268,-0.267,-0.113,107.788,256.836,69.092
-0.246,-0.346,-0.26,126.587,240.784,87.524
-0.193,-0.469,-0.403,140.137,226.013,107.117
-0.137,-0.526,-0.545,148.315,212.402,122.437
-0.061,-0.49,-0.59,150.085,204.102,136.23
0.065,-0.406,-0.552,145.63,195.557,152.283
0.282,-0.304,-0.448,135.864,178.284,173.706
0.356,-0.138,-0.46,120.3,149.963,201.599
0.41,0.038,-0.559,96.313,120.972,233.704
0.47,0.136,-0.557,64.758,103.149,265.259
0.542,0.164,-0.554,29.419,88.074,286.499
0.54,0.128,-0.606,-10.925,77.637,294.189
0.482,0.042,-0.596,-59.814,79.59,282.898
0.49,0.029,-0.467,-113.892,88.501,244.873
0.591,0.102,-0.277,-163.086,86.609,183.533
0.647,0.267,-0.29,-201.538,64.636,112.488
0.611,0.499,-0.52,-226.074,40.283,52.002
0.528,0.656,-0.722,-238.831,37.292,16.113
0.529,0.72,-0.765,-238.77,56.091,-2.197
0.611,0.759,-0.682,-227.051,82.275,-10.864
0.668,0.761,-0.549,-208.557,102.112,-11.78
0.696,0.715,-0.404,-187.378,109.558,-7.69
0.727,0.681,-0.261,-163.757,104.675,-3.479
0.731,0.698,-0.199,-139.221,88.074,0.122
0.732,0.714,-0.17,-115.784,67.688,6.226
0.747,0.634,-0.117,-93.933,47.913,13.0
0.785,0.532,-0.042,-70.862,26.306,13.794
0.806,0.523,-0.048,-49.683,0.916,9.277
0.76,0.462,-0.098,-34.912,-20.874,7.69
0.721,0.368,-0.087,-22.522,-35.156,4.272
0.682,0.326,-0.086,-11.597,-46.753,-2.319
0.635,0.301,-0.076,-5.188,-55.115,-8.057
0.576,0.26,-0.044,-2.869,-58.838,-11.536
0.521,0.241,-0.011,-2.991,-60.425,-13.855
0.497,0.235,0.006,-4.211,-60.12,-14.404
0.483,0.238,0.022,-6.592,-57.251,-12.817
0.454,0.23,0.029,-9.827,-50.781,-8.545
0.431,0.198,0.011,-13.0,-40.039,-3.174
0.445,0.166,0.004,-15.93,-24.963,0.427
0.48,0.175,0.023,-19.409,-7.507,1.099
0.526,0.154,0.055,-24.109,8.911,-0.427
0.583,0.16,0.131,-28.87,21.729,-5.859
0.67,0.237,0.21,-33.569,25.33,-12.634
0.734,0.31,0.245,-38.086,18.677,-14.954
0.693,0.299,0.156,-42.358,6.47,-12.634
0.682,0.299,0.09,-47.913,0.61,-10.254
0.74,0.249,0.133,-53.833,2.075,-9.583
0.752,0.261,0.117,-56.824,1.343,-16.968
0.732,0.356,0.038,-58.35,-0.793,-25.33
0.699,0.425,0.007,-59.265,3.967,-27.954
0.733,0.435,0.066,-56.274,11.902,-27.954
0.842,0.444,0.174,-48.035,14.221,-29.053
0.856,0.465,0.156,-36.438,5.249,-30.457
0.857,0.478,0.086,-22.949,-4.517,-30.029
0.867,0.468,0.066,-8.545,-8.24,-26.917
0.894,0.428,0.103,5.92,-9.705,-20.996
0.918,0.382,0.122,19.47,-13.733,-13.855
0.928,0.349,0.112,29.419,-20.691,-6.775
0.928,0.307,0.105,35.461,-26.306,0.183
0.941,0.266,0.107,38.208,-30.396,4.822
0.914,0.172,0.064,37.781,-33.325,7.202
0.888,0.129,0.03,34.546,-31.372,2.93
0.881,0.125,-0.021,27.649,-22.339,-3.479
0.865,0.102,-0.015,15.442,-7.141,-8.118
0.905,0.111,0.033,2.686,9.705,-13.916
0.937,0.143,0.115,-9.46,22.095,-18.86
1.044,0.229,0.249,-17.761,24.536,-23.254
1.071,0.265,0.277,-21.545,13.123,-22.4
1.046,0.321,0.182,-21.057,-4.333,-20.142
1.0,0.328,0.053,-17.578,-14.16,-14.099
0.976,0.278,0.011,-11.78,-12.329,-9.216
0.99,0.267,0.009,-3.479,-5.188,-9.033
0.993,0.254,0.049,3.845,2.075,-9.094
1.0,0.238,0.101,9.155,7.08,-8.179
0.993,0.208,0.132,11.108,7.446,-6.165
0.977,0.184,0.141,11.108,4.395,-4.761
0.977,0.185,0.137,10.376,0.671,-5.066
0.98,0.181,0.129,8.606,-2.747,-5.188
0.981,0.168,0.115,6.042,-4.883,-4.883
0.985,0.162,0.096,3.906,-5.554,-4.7
0.996,0.146,0.082,1.404,-4.211,-4.578
0.996,0.14,0.085,-1.465,-0.366,-4.944
0.996,0.153,0.101,-4.578,3.967,-6.165
0.999,0.171,0.132,-6.897,6.897,-7.629
1.008,0.189,0.169,-7.629,7.141,-8.667
1.003,0.217,0.171,-7.202,3.601,-8.545
0.977,0.235,0.138,-6.287,-0.488,-7.141
0.968,0.248,0.137,-4.395,-1.709,-4.7
0.98,0.241,0.156,-1.587,-2.502,-1.892
0.977,0.241,0.143,1.648,-4.883,-0.366
0.959,0.238,0.118,4.395,-7.629,0.977
0.946,0.23,0.104,7.019,-8.728,1.709
0.927,0.224,0.084,9.46,-8.789,1.77
0.9,0.225,0.062,11.841,-7.751,0.854
0.885,0.224,0.056,13.977,-4.883,0.488
0.879,0.216,0.064,15.198,-1.587,0.977
0.884,0.207,0.08,15.076,1.282,2.136
0.89,0.203,0.093,13.367,2.136,2.625
0.291,-0.64,2.125,69.58,72.693,4.883
0.267,-0.809,2.337,47.607,83.374,11.78
0.196,-0.894,2.568,24.719,95.032,15.503
0.194,-0.9,2.762,0.916,111.023,22.339
0.217,-0.822,2.927,-16.418,128.784,33.936
0.235,-0.714,2.998,-22.156,145.752,46.875
0.22,-0.576,2.969,-18.372,160.706,60.181
0.264,-0.517,2.899,-12.085,176.941,77.82
0.434,-0.648,2.854,-5.066,194.397,97.412
0.543,-0.851,2.871,5.371,206.909,107.056
0.499,-0.867,2.809,9.949,213.013,109.863
0.355,-0.839,2.735,-0.854,217.712,116.943
0.243,-0.87,2.634,-16.602,222.839,128.54
0.068,-1.015,2.468,-39.49,226.257,134.399
0.022,-0.883,2.226,-65.002,230.103,120.972
-0.027,-0.584,1.933,-83.984,234.802,103.027
-0.071,-0.378,1.736,-91.309,243.347,90.21
-0.144,-0.247,1.463,-86.548,245.972,80.322
-0.192,-0.2,1.169,-70.557,248.657,73.547
-0.226,-0.198,0.872,-49.5,253.784,68.237
-0.302,-0.19,0.571,-31.982,263.672,61.707
-0.337,-0.2,0.333,-15.869,280.884,52.856
-0.243,-0.202,0.192,-2.563,303.345,43.03
-0.084,-0.181,0.179,5.615,322.144,36.56
0.039,-0.18,0.179,7.202,327.393,36.255
0.085,-0.184,0.121,1.343,319.641,40.1
0.104,-0.15,0.082,-6.042,304.932,43.762
0.097,-0.115,-0.05,-11.169,283.508,46.021
0.147,-0.09,-0.152,-12.939,262.39,47.119
0.153,-0.144,-0.283,-11.475,243.896,48.035
0.123,-0.192,-0.491,-9.888,231.201,44.556
0.266,-0.203,-0.465,-7.019,231.262,36.56
0.379,-0.187,-0.394,-6.775,227.234,27.71
0.402,-0.149,-0.388,-10.559,212.891,20.874
0.403,-0.101,-0.373,-17.395,195.923,18.677
0.386,-0.052,-0.346,-25.208,177.307,18.921
0.377,-0.005,-0.286,-31.128,156.494,19.653
0.35,0.028,-0.266,-33.203,132.141,19.958
0.298,0.041,-0.304,-32.288,106.812,19.653
0.234,0.046,-0.393,-29.541,87.402,18.86
0.226,0.034,-0.402,-23.621,78.369,17.578
0.267,0.044,-0.366,-13.672,72.205,13.977
0.307,0.05,-0.398,-1.953,62.012,10.681
0.277,0.059,-0.555,8.667,52.49,8.85
0.318,0.022,-0.565,15.808,56.274,10.254
0.394,-0.055,-0.415,20.813,64.27,10.803
0.411,-0.113,-0.395,23.987,57.8,6.653
0.419,-0.111,-0.407,25.574,46.021,0.183
0.448,-0.068,-0.371,25.635,36.133,-3.357
0.475,-0.03,-0.351,24.353,25.33,-2.563
0.513,-0.003,-0.336,23.682,13.428,1.282
0.548,0.013,-0.299,25.391,1.404,6.409
0.555,0.028,-0.302,28.931,-12.573,12.329
0.552,0.035,-0.327,33.386,-25.94,17.273
0.59,0.007,-0.351,38.269,-35.156,21.179
0.574,0.029,-0.343,42.114,-40.466,24.963
0.609,0.012,-0.368,48.95,-45.227,28.564
0.638,-0.013,-0.416,53.65,-46.631,28.748
0.627,-0.06,-0.48,55.786,-41.565,28.992
0.645,-0.173,-0.436,51.514,-27.283,28.503
0.721,-0.21,-0.318,44.861,-13.489,22.766
0.747,-0.195,-0.264,31.433,-9.216,19.348
0.758,-0.209,-0.235,11.597,-7.751,18.799
0.75,-0.211,-0.22,-11.292,-5.92,19.958
0.752,-0.158,-0.228,-34.973,-1.831,22.4
0.754,-0.099,-0.24,-58.777,7.507,28.015
0.768,-0.041,-0.202,-80.627,21.484,34.424
0.851,0.022,-0.087,-99.06,34.485,40.527
0.851,-0.037,-0.028,-114.868,39.49,44.373
0.915,0.04,0.094,-125.427,36.926,36.438
0.94,0.209,0.078,-130.92,24.902,29.663
0.871,0.338,-0.01,-135.681,13.855,30.64
0.867,0.355,-0.041,-136.292,12.268,34.973
0.894,0.342,-0.026,-130.493,15.747,34.302
0.88,0.38,-0.085,-121.094,18.005,28.076
0.793,0.432,-0.249,-109.802,25.452,20.935
0.801,0.491,-0.352,-98.999,49.133,15.869
0.983,0.495,-0.057,-85.388,81.97,14.038
1.009,0.476,-0.012,-68.604,88.928,9.888
1.051,0.474,-0.013,-49.438,79.102,3.967
1.005,0.473,-0.113,-30.396,65.857,-0.366
1.174,0.449,0.059,-12.573,57.007,-1.709
1.261,0.403,0.22,3.906,31.738,-2.563
1.145,0.479,-0.012,15.625,-12.024,-0.671
0.95,0.429,-0.382,22.034,-39.673,12.451
0.793,0.214,-0.543,27.649,-28.076,22.522
0.911,0.084,-0.334,36.377,2.686,16.907
1.061,0.163,-0.167,42.725,15.259,2.563
1.045,0.251,-0.22,39.612,8.545,-2.014
0.996,0.205,-0.281,32.959,4.578,4.395
1.021,0.117,-0.162,30.396,7.751,7.874
1.035,0.086,-0.112,30.151,0.732,3.54
1.032,0.146,-0.147,28.32,-14.099,-3.174
0.995,0.178,-0.2,24.719,-24.78,-4.333
1.022,0.146,-0.123,21.057,-29.114,-2.075
1.023,0.151,-0.115,20.02,-37.72,-1.648
0.963,0.174,-0.24,17.517,-48.828,0.549
0.893,0.144,-0.303,14.648,-47.485,4.028
0.854,0.136,-0.295,13.123,-35.828,5.005
0.807,0.119,-0.359,12.512,-21.912,3.723
0.78,0.113,-0.366,11.536,-1.892,-1.16
0.945,0.17,-0.122,11.292,20.081,-5.493
0.972,0.193,-0.036,9.399,21.24,-5.31
0.982,0.206,-0.07,8.85,9.521,-2.991
0.959,0.172,-0.116,8.423,-1.221,2.136
0.953,0.124,-0.169,9.094,-6.531,3.54
0.906,0.128,-0.26,8.301,-7.507,1.831
0.932,0.143,-0.215,5.676,-0.549,0.854
0.963,0.149,-0.141,2.686,5.371,0.732
0.954,0.151,-0.14,0.0,4.211,1.526
0.936,0.144,-0.163,-1.77,1.221,2.38
0.921,0.142,-0.181,-3.174,0.854,2.258
0.945,0.155,-0.16,-4.211,2.502,1.404
0.961,0.178,-0.136,-4.578,3.113,0.488
0.982,0.184,-0.116,-4.639,1.16,1.221
0.98,0.169,-0.098,-3.845,-2.869,2.136
0.966,0.165,-0.12,-2.319,-8.423,2.258
0.963,0.158,-0.144,-1.16,-12.39,2.014
0.948,0.144,-0.161,-0.427,-12.817,2.136
0.24,-0.842,2.143,74.219,53.223,36.804
0.316,-1.002,2.339,61.523,52.795,61.157
0.349,-1.222,2.611,51.514,48.34,77.759
0.364,-1.411,2.896,35.828,45.227,88.013
0.33,-1.464,3.117,14.099,40.161,100.159
0.197,-1.27,3.219,-11.169,31.616,114.075
0.051,-1.034,3.205,-25.513,26.001,130.554
-0.034,-1.032,3.017,-37.659,30.579,151.794
-0.131,-1.051,2.78,-47.241,48.523,161.682
-0.237,-1.214,2.669,-50.598,86.182,160.706
-0.264,-1.216,2.685,-61.157,136.841,145.02
-0.284,-0.935,2.494,-78.003,179.749,128.906
-0.276,-0.813,2.304,-97.9,219.91,125.549
-0.297,-0.586,2.117,-110.657,256.47,115.479
-0.089,-0.343,2.11,-112.244,279.846,105.652
-0.169,-0.189,1.686,-107.971,275.696,102.783
-0.215,-0.195,1.321,-97.229,275.818,105.042
-0.224,-0.233,1.09,-79.956,283.936,102.051
-0.204,-0.182,0.824,-60.73,286.255,91.858
-0.193,-0.112,0.573,-42.786,287.17,83.801
-0.172,-0.11,0.387,-27.1,290.771,80.872
-0.145,-0.223,0.26,-15.686,293.335,78.796
-0.118,-0.317,0.129,-9.338,290.649,70.801
-0.09,-0.312,-0.037,-9.216,285.828,59.692
-0.022,-0.261,-0.151,-15.076,282.654,52.185
0.046,-0.244,-0.25,-23.987,280.029,49.5
0.123,-0.183,-0.299,-34.058,276.672,48.523
0.226,-0.146,-0.268,-41.748,268.982,51.147
0.256,-0.094,-0.341,-46.326,252.075,52.063
0.296,-0.042,-0.411,-48.218,235.535,53.955
0.346,-0.001,-0.4,-47.607,222.229,57.19
0.41,-0.007,-0.408,-45.227,204.712,58.35
0.447,-0.045,-0.477,-42.053,184.57,55.847
0.505,-0.059,-0.484,-38.879,169.25,50.537
0.579,-0.026,-0.467,-37.476,156.555,46.448
0.607,-0.048,-0.469,-39.49,144.104,48.157
0.614,-0.107,-0.499,-42.48,133.789,49.133
0.615,-0.139,-0.429,-47.18,128.174,48.035
0.624,-0.092,-0.326,-53.65,119.507,44.922
0.629,-0.064,-0.235,-63.721,103.027,44.128
0.56,-0.044,-0.156,-77.759,82.52,45.837
0.477,-0.031,-0.12,-89.661,59.692,48.584
0.395,-0.03,-0.131,-99.182,37.842,48.95
0.358,-0.001,-0.15,-102.661,22.339,44.434
0.344,0.066,-0.147,-102.6,12.756,38.208
0.305,0.157,-0.121,-99.365,6.47,34.363
0.265,0.246,-0.087,-91.492,1.343,32.288
0.228,0.308,-0.072,-78.918,-3.235,30.884
0.207,0.335,-0.063,-61.707,-6.409,29.358
0.221,0.345,-0.044,-40.588,-8.057,26.978
0.255,0.33,-0.04,-17.517,-9.705,23.315
0.286,0.298,-0.069,4.15,-10.742,19.592
0.326,0.241,-0.12,21.362,-8.301,16.724
0.36,0.169,-0.161,32.471,-1.343,14.648
0.392,0.108,-0.177,38.513,9.644,12.39
0.421,0.072,-0.19,40.1,21.423,8.728
0.463,0.051,-0.195,37.292,33.325,5.005
0.51,0.044,-0.189,30.579,44.983,1.953
0.553,0.053,-0.154,22.034,55.237,0.244
0.574,0.094,-0.097,13.428,62.683,1.526
0.569,0.146,-0.053,6.042,66.467,7.141
0.548,0.183,-0.025,0.549,67.2,16.968
0.497,0.245,0.007,-2.625,68.176,30.334
0.456,0.305,-0.017,-1.953,70.496,46.631
0.476,0.324,-0.103,2.258,74.219,61.829
0.543,0.317,-0.201,6.47,83.13,72.083
0.633,0.292,-0.265,8.85,96.313,75.317
0.74,0.265,-0.305,7.629,109.558,71.594
0.87,0.252,-0.314,4.333,119.202,63.477
1.018,0.257,-0.305,-1.465,121.155,54.077
1.134,0.283,-0.29,-9.521,114.624,47.485
1.194,0.342,-0.266,-18.005,101.44,45.532
1.219,0.426,-0.211,-25.085,82.642,48.218
1.198,0.505,-0.143,-30.945,56.702,55.664
1.102,0.533,-0.139,-36.133,25.696,66.284
0.974,0.495,-0.246,-39.185,-2.38,73.669
0.901,0.464,-0.328,-40.71,-16.846,72.51
0.864,0.478,-0.352,-42.908,-18.127,63.843
0.837,0.495,-0.393,-44.189,-12.695,48.767
0.94,0.571,-0.284,-41.87,-2.075,30.579
1.022,0.632,-0.131,-36.926,1.953,16.846
0.97,0.608,-0.16,-29.541,-8.545,7.263
0.89,0.541,-0.274,-17.212,-17.639,-2.136
0.891,0.537,-0.273,-4.028,-13.489,-11.719
0.899,0.55,-0.216,7.202,-5.249,-17.151
0.978,0.564,-0.068,16.296,-1.343,-16.846
0.969,0.491,-0.006,23.865,-8.85,-10.925
0.876,0.376,-0.189,29.114,-23.743,-7.019
0.85,0.344,-0.27,34.18,-23.193,-8.484
0.893,0.383,-0.201,35.278,-10.315,-10.132
0.938,0.381,-0.074,31.372,-0.671,-7.08
0.951,0.316,-0.011,26.794,-1.831,-3.113
0.922,0.255,-0.067,23.437,-9.46,-2.686
0.907,0.254,-0.116,18.066,-13.611,-4.944
0.904,0.278,-0.132,9.216,-10.559,-5.676
0.927,0.298,-0.106,-0.793,-5.188,-5.493
0.957,0.317,-0.06,-8.118,-1.648,-5.554
0.971,0.328,-0.045,-13.062,-2.991,-6.287
0.964,0.341,-0.063,-15.747,-7.324,-7.324
0.942,0.35,-0.088,-17.822,-10.681,-7.629
0.91,0.349,-0.111,-20.02,-11.23,-7.446
0.894,0.353,-0.107,-21.912,-8.728,-7.69
0.899,0.368,-0.086,-22.949,-5.798,-7.996
0.909,0.392,-0.064,-23.437,-4.272,-7.751
0.92,0.42,-0.055,-23.071,-4.7,-6.165
0.928,0.441,-0.056,-22.156,-6.836,-3.601
0.922,0.448,-0.074,-19.836,-9.888,-1.221
0.922,0.45,-0.091,-16.541,-11.78,-0.427
0.928,0.457,-0.096,-12.451,-12.268,-1.465
0.923,0.459,-0.1,-8.362,-12.39,-2.991
0.926,0.458,-0.105,-5.127,-12.268,-4.761
0.924,0.446,-0.107,-2.197,-11.536,-6.042
0.926,0.422,-0.104,-0.305,-10.681,-6.592
0.931,0.396,-0.085,0.488,-9.338,-7.507
0.943,0.386,-0.052,0.305,-9.277,-8.728
0.951,0.382,-0.03,-0.061,-12.085,-9.46
0.947,0.372,-0.036,-1.648,-17.395,-10.071
0.938,0.356,-0.044,-4.333,-21.667,-10.193
0.932,0.336,-0.04,-8.118,-25.33,-10.803
0.108,-0.493,2.671,45.471,57.19,40.405
0.088,-0.628,2.818,33.875,37.292,42.725
0.037,-0.721,2.648,13.977,14.343,39.185
0.021,-0.769,2.262,-5.798,9.705,35.767
-0.135,-0.71,2.024,-15.747,35.461,19.226
-0.257,-0.562,2.018,-15.198,89.722,-2.502
-0.216,-0.421,2.08,-9.033,153.564,-15.625
-0.072,-0.422,2.162,-4.944,208.008,-15.564
0.145,-0.45,2.335,-2.319,244.873,-9.033
0.309,-0.484,2.397,-0.671,255.493,-4.028
0.436,-0.532,2.306,0.244,245.972,0.488
0.433,-0.61,2.172,1.709,229.797,9.583
0.378,-0.651,2.013,0.0,212.524,21.179
0.283,-0.682,1.835,-5.188,195.496,37.17
0.168,-0.786,1.709,-17.212,183.838,55.603
0.061,-0.929,1.56,-40.466,176.147,68.848
-0.05,-0.983,1.378,-67.505,170.105,70.74
-0.169,-0.918,1.102,-85.815,166.565,61.096
-0.234,-0.826,0.87,-93.018,171.448,48.767
-0.207,-0.692,0.696,-89.844,183.228,41.26
-0.169,-0.604,0.544,-85.51,195.618,45.288
-0.092,-0.604,0.474,-82.275,207.581,55.176
-0.013,-0.646,0.362,-78.43,214.661,62.134
0.008,-0.667,0.253,-79.224,219.666,62.378
0.041,-0.626,0.179,-81.543,225.037,55.908
0.079,-0.558,0.126,-82.642,226.685,47.485
