aX,aY,aZ,gX,gY,gZ
-0.17,-0.63,0.267,-123.291,45.044,-68.359
-0.051,-0.533,0.397,-110.657,69.275,-55.786
0.031,-0.628,0.596,-82.581,74.463,-41.992
0.052,-0.489,0.627,-52.002,57.19,-34.851
0.183,-0.612,0.702,-31.067,33.203,-15.381
0.109,-0.794,0.696,-14.221,7.446,-4.028
-0.057,-0.782,0.591,-0.549,-19.836,1.648
-0.144,-0.814,0.542,1.587,-33.875,7.446
-0.174,-0.977,0.623,-0.122,-38.391,9.583
-0.286,-1.027,0.583,1.648,-44.861,2.808
-0.376,-0.945,0.552,1.709,-48.889,-5.554
-0.461,-0.941,0.505,-1.892,-42.603,-5.798
-0.466,-0.987,0.577,-5.066,-26.367,-1.282
-0.461,-1.009,0.642,-7.141,-14.343,3.174
-0.448,-0.972,0.668,-8.667,-7.507,2.991
-0.431,-0.924,0.629,-10.498,-4.089,1.099
-0.394,-0.866,0.581,-12.756,0.366,-0.183
-0.353,-0.829,0.536,-13.489,7.568,1.648
-0.288,-0.82,0.547,-11.597,17.151,4.761
-0.228,-0.836,0.582,-8.85,23.743,6.653
-0.156,-0.827,0.603,-6.287,23.01,4.7
-0.095,-0.803,0.603,-5.432,16.785,3.052
-0.057,-0.773,0.578,-5.31,7.507,2.563
-0.073,-0.759,0.522,-4.639,-1.77,4.211
-0.125,-0.784,0.48,-2.319,-6.47,7.385
-0.156,-0.836,0.476,0.305,-6.104,8.484
-0.171,-0.87,0.494,2.136,-4.089,5.554
-0.186,-0.872,0.52,4.761,-2.014,0.916
-0.179,-0.879,0.532,5.493,-0.366,-2.686
-0.162,-0.888,0.541,2.563,0.305,-4.028
-0.179,-0.886,0.552,-0.977,0.549,-4.517
-0.194,-0.88,0.545,-3.601,0.427,-5.188
-0.194,-0.874,0.53,-4.639,0.671,-5.676
-0.19,-0.86,0.525,-4.7,1.404,-5.981
-0.184,-0.844,0.52,-4.089,1.648,-6.348
-0.182,-0.839,0.513,-2.747,1.526,-5.615
-0.18,-0.847,0.513,-1.587,0.793,-3.967
-0.18,-0.859,0.505,-0.488,-0.427,-2.075
-0.19,-0.873,0.505,1.282,-2.014,-0.671
-0.21,-0.884,0.509,3.113,-3.235,0.0
-0.229,-0.897,0.512,5.066,-4.028,0.671
-0.249,-0.919,0.517,7.141,-4.089,2.38
-0.252,-0.945,0.512,7.812,-3.113,4.15
-0.243,-0.959,0.515,5.31,-0.61,5.005
-0.234,-0.949,0.527,0.916,2.258,3.54
-0.225,-0.918,0.532,-3.601,4.456,0.61
-0.208,-0.884,0.532,-7.568,6.653,-2.136
-0.177,-0.855,0.533,-10.62,8.362,-3.845
-0.145,-0.824,0.533,-12.268,8.911,-4.822
-0.128,-0.791,0.536,-11.902,8.545,-5.188
-0.114,-0.768,0.541,-9.949,6.836,-4.7
-0.11,-0.762,0.537,-7.507,3.601,-3.113
-0.12,-0.773,0.525,-4.028,-0.122,-1.343
-0.137,-0.809,0.517,-0.61,-2.93,0.244
-0.152,-0.843,0.517,1.038,-4.333,0.977
-0.171,-0.864,0.526,2.014,-4.883,0.244
-0.192,-0.868,0.53,3.235,-4.944,-1.038
-0.205,-0.88,0.518,4.211,-4.517,-0.793
-0.212,-0.901,0.511,3.113,-2.014,-0.305
-0.213,-0.907,0.513,-0.183,1.465,-1.404
-0.204,-0.891,0.502,-2.258,4.456,-4.639
-0.186,-0.873,0.495,-2.197,6.714,-7.202
-0.17,-0.867,0.501,-1.892,9.216,-7.141
-0.154,-0.869,0.516,-2.38,9.338,-5.676
-0.152,-0.866,0.517,-1.526,6.531,-4.395
-0.16,-0.864,0.5,-0.061,2.991,-2.93
-0.167,-0.866,0.486,1.221,0.305,-0.671
-0.172,-0.873,0.476,2.075,-1.404,1.526
-0.172,-0.873,0.476,3.052,-2.258,3.052
-0.17,-0.885,0.48,5.127,-2.197,3.418
-0.155,-0.913,0.486,5.066,-2.319,3.723
-0.147,-0.929,0.493,1.526,-2.38,2.991
-0.152,-0.912,0.496,-2.93,-2.686,0.977
-0.153,-0.883,0.487,-5.737,-2.991,-1.038
-0.156,-0.857,0.487,-7.385,-2.441,-1.831
-0.156,-0.836,0.498,-8.24,-1.099,-2.38
-0.15,-0.816,0.508,-7.568,0.122,-2.93
-0.152,-0.801,0.516,-5.249,0.305,-2.747
-0.149,-0.802,0.517,-2.686,0.061,-1.831
-0.139,-0.815,0.514,-1.221,-0.061,-0.732
-0.133,-0.83,0.515,0.0,-0.366,0.122
-0.132,-0.839,0.513,1.038,-1.038,-0.244
-0.136,-0.845,0.509,2.136,-2.014,-0.732
-0.139,-0.855,0.511,2.625,-3.357,-0.977
-0.141,-0.872,0.514,2.747,-4.211,-0.732
1.059,2.036,-0.346,-32.532,43.03,-3.784
1.239,2.347,-0.494,-16.174,35.461,-48.218
1.526,2.758,-0.71,23.193,29.358,-113.342
1.8,3.245,-0.911,55.481,24.597,-191.65
2.142,3.652,-1.071,74.341,24.109,-283.081
2.264,3.839,-1.018,85.693,29.724,-375.488
1.967,3.79,-0.727,111.328,26.489,-465.576
1.29,3.702,-0.393,146.606,-12.695,-554.565
0.49,3.416,-0.11,181.946,-95.093,-625.61
-0.122,2.84,-0.055,208.679,-197.754,-676.025
-0.365,1.988,0.07,230.53,-310.425,-702.759
-0.886,1.752,-0.112,242.737,-440.43,-740.234
-2.868,1.392,-0.441,317.749,-492.798,-780.579
-3.983,-0.039,0.03,317.139,-469.971,-731.323
-4.0,-2.584,-1.237,160.767,-450.989,-542.419
-4.0,-4.0,-2.223,29.541,-303.04,-373.535
-4.0,-4.0,-1.841,-99.243,-77.698,-305.603
-3.737,-4.0,-1.253,-234.192,123.84,-412.72
-2.295,-3.467,-0.805,-333.74,220.398,-552.734
-1.101,-1.304,-0.537,-311.829,207.336,-530.701
-0.518,0.147,0.087,-187.012,186.829,-386.414
-0.847,0.613,1.216,-96.802,184.448,-177.429
-0.663,-0.202,1.604,-34.973,93.262,39.49
-0.388,-1.083,1.468,51.697,-64.636,174.866
-0.627,-1.485,0.731,139.221,-197.083,176.758
-0.78,-1.388,0.174,201.843,-252.441,128.906
-0.753,-1.372,0.028,210.937,-229.736,89.172
-0.696,-1.482,0.01,182.922,-174.316,73.608
-0.639,-1.699,0.191,131.042,-103.882,70.801
-0.547,-1.813,0.49,67.871,-39.246,56.091
-0.373,-1.695,0.695,7.996,-2.197,21.24
-0.224,-1.33,0.615,-41.26,8.423,-21.973
-0.164,-0.887,0.414,-75.317,14.282,-51.208
-0.152,-0.577,0.305,-90.698,30.884,-54.626
-0.099,-0.534,0.398,-87.402,54.626,-40.466
0.062,-0.667,0.664,-65.796,66.589,-26.917
0.081,-0.659,0.775,-35.522,49.072,-27.039
0.104,-0.531,0.677,-11.353,13.794,-23.01
0.083,-0.661,0.654,-0.122,-11.963,-2.502
-0.063,-0.763,0.509,8.301,-29.846,16.113
-0.165,-0.851,0.43,16.418,-34.973,28.381
-0.196,-0.965,0.471,24.414,-28.137,26.123
-0.207,-1.021,0.492,26.611,-21.667,13.489
-0.227,-0.99,0.485,20.508,-15.808,-0.977
-0.207,-1.012,0.547,9.399,-9.094,-8.24
-0.225,-1.021,0.576,-1.038,-6.714,-13.245
-0.237,-1.036,0.566,-11.78,-6.042,-16.785
-0.26,-1.01,0.572,-21.606,-7.385,-22.278
-0.239,-0.942,0.557,-25.391,-9.094,-25.94
-0.257,-0.865,0.502,-26.367,-8.972,-24.414
-0.255,-0.797,0.484,-25.33,-3.662,-16.602
-0.229,-0.783,0.479,-22.949,3.357,-5.676
-0.192,-0.79,0.499,-17.639,10.071,2.747
-0.155,-0.789,0.511,-11.536,13.062,6.47
-0.121,-0.793,0.528,-7.08,13.0,6.165
-0.104,-0.815,0.545,-3.906,10.742,2.808
-0.075,-0.858,0.578,-2.808,5.676,-2.808
-0.076,-0.833,0.545,-5.371,-2.075,-8.362
-0.103,-0.848,0.535,-8.545,-7.08,-10.132
-0.135,-0.86,0.503,-9.827,-10.254,-11.719
-0.179,-0.864,0.437,-11.475,-10.437,-12.085
-0.208,-0.887,0.457,-14.404,-3.357,-12.634
-0.173,-0.886,0.504,-15.259,4.883,-14.526
-0.119,-0.853,0.544,-13.428,9.033,-15.991
-0.099,-0.803,0.557,-11.292,8.789,-13.916
-0.103,-0.776,0.55,-9.277,6.592,-8.24
-0.116,-0.785,0.541,-5.676,4.761,-2.93
-0.117,-0.806,0.541,-0.671,3.052,-0.244
-0.117,-0.822,0.543,4.272,1.16,0.671
-0.122,-0.84,0.538,8.057,-1.892,0.916
-0.13,-0.879,0.532,9.521,-4.517,0.732
-0.146,-0.931,0.534,7.935,-6.47,0.305
-0.184,-0.969,0.532,5.188,-7.996,-1.526
-0.211,-0.994,0.527,1.282,-8.484,-4.517
-0.205,-1.001,0.518,-3.784,-7.324,-8.545
-0.19,-0.973,0.516,-9.216,-5.249,-12.268
-0.168,-0.927,0.535,-13.306,-3.418,-13.733
-0.152,-0.876,0.545,-14.648,-2.869,-12.39
-0.171,-0.828,0.522,-12.695,-3.357,-9.216
-0.181,-0.822,0.511,-8.24,-0.916,-4.822
-0.151,-0.844,0.541,-4.761,3.601,-1.465
-0.116,-0.854,0.563,-1.587,5.432,0.183
-0.108,-0.856,0.565,-0.366,4.578,1.465
-0.103,-0.868,0.576,-1.892,3.052,4.089
-0.103,-0.882,0.579,-4.761,0.977,6.042
-0.112,-0.875,0.581,-7.202,-1.282,5.188
-0.126,-0.845,0.571,-7.935,-3.174,2.136
-0.131,-0.828,0.569,-7.507,-3.967,-0.549
-0.143,-0.825,0.559,-7.568,-3.967,-2.808
-0.153,-0.816,0.55,-7.751,-4.028,-5.005
-0.162,-0.811,0.539,-5.92,-3.418,-7.019
-0.169,-0.817,0.53,-2.136,-1.526,-7.324
-0.17,-0.828,0.531,0.427,0.854,-5.737
-0.165,-0.843,0.533,1.526,3.113,-3.54
-0.158,-0.849,0.535,2.136,4.639,-2.686
-0.151,-0.846,0.536,2.563,4.944,-2.502
-0.147,-0.839,0.535,2.93,3.845,-2.563
-0.141,-0.831,0.532,3.357,2.197,-2.014
-0.133,-0.828,0.524,4.333,0.305,-1.038
-0.129,-0.833,0.515,5.859,-1.404,0.549
-0.131,-0.852,0.506,7.935,-2.258,1.953
-0.133,-0.878,0.498,8.057,-2.686,2.625
-0.138,-0.894,0.494,5.981,-3.174,0.854
-0.145,-0.898,0.48,4.028,-3.113,-2.319
-0.144,-0.893,0.474,1.709,-2.258,-4.7
-0.146,-0.886,0.473,-1.77,-0.549,-5.981
-0.138,-0.878,0.478,-4.761,1.038,-6.714
-0.126,-0.867,0.493,-6.47,1.953,-6.775
-0.124,-0.843,0.504,-6.47,1.343,-6.836
-0.114,-0.832,0.517,-5.493,0.244,-5.737
-0.103,-0.832,0.524,-4.517,-1.526,-4.028
-0.103,-0.838,0.531,-3.723,-3.601,-2.075
-0.111,-0.845,0.533,-3.052,-5.615,-1.099
-0.124,-0.849,0.535,-2.869,-7.568,-0.549
-0.137,-0.854,0.534,-1.892,-9.155,-0.916
-0.15,-0.864,0.532,-1.648,-8.911,-1.709
-0.165,-0.865,0.53,-2.38,-7.202,-2.93
-0.16,-0.862,0.532,-4.089,-4.578,-5.005
-0.145,-0.855,0.544,-5.127,-1.587,-6.958
1.085,1.931,-0.301,37.415,63.171,-22.949
1.247,2.56,-0.51,64.636,63.782,-70.557
1.615,3.217,-0.802,103.638,55.237,-125.061
2.031,3.729,-1.016,115.234,49.438,-186.462
2.125,3.942,-1.029,83.679,56.824,-268.433
1.825,3.848,-0.851,41.26,52.734,-374.451
1.406,3.763,-0.636,44.678,11.353,-495.422
0.992,3.791,-0.414,81.726,-63.11,-618.347
0.478,3.913,-0.202,133.057,-157.837,-727.112
-0.393,4.0,-0.228,210.693,-258.789,-812.805
-1.677,3.957,-0.406,321.777,-328.735,-878.54
-2.54,3.427,-0.677,403.564,-381.348,-903.381
-3.564,2.167,-0.935,440.796,-443.42,-850.769
-4.0,-0.135,-0.742,466.675,-462.891,-705.261
-4.0,-3.675,-1.563,368.103,-453.552,-462.402
-4.0,-4.0,-2.84,165.649,-381.226,-264.282
-4.0,-4.0,-2.871,-41.199,-175.293,-223.938
-3.991,-4.0,-2.277,-258.911,80.383,-361.877
-2.662,-3.992,-1.751,-432.678,225.098,-505.371
-1.511,-2.064,-1.067,-467.712,248.535,-530.457
-0.848,-0.158,-0.7,-359.863,216.309,-458.435
-0.77,1.008,0.091,-199.646,205.994,-295.959
-0.981,1.015,1.323,-133.484,217.529,-82.703
-0.572,-0.281,1.669,-54.26,125.732,78.308
-0.101,-1.273,1.671,56.152,-9.216,142.212
-0.479,-1.375,1.187,147.156,-130.31,117.493
-0.679,-1.222,0.496,189.087,-205.017,77.881
-0.465,-1.117,0.131,175.842,-203.247,61.768
-0.357,-1.206,0.095,154.968,-154.48,72.205
-0.469,-1.3,0.163,134.949,-99.792,86.426
-0.435,-1.409,0.266,106.201,-51.086,86.609
-0.285,-1.412,0.509,70.068,-11.475,64.697
-0.112,-1.371,0.661,31.677,7.263,32.471
-0.053,-1.178,0.536,-0.366,4.333,-3.052
-0.076,-0.868,0.269,-24.963,5.798,-25.818
-0.073,-0.724,0.195,-42.603,27.832,-27.832
-0.071,-0.798,0.291,-46.997,58.289,-20.569
0.077,-0.885,0.62,-38.086,74.463,-20.386
0.148,-0.893,0.793,-25.757,55.969,-29.48
0.164,-0.6,0.664,-18.311,14.16,-33.142
0.18,-0.633,0.644,-18.494,-18.005,-12.207
-0.038,-0.751,0.506,-14.709,-40.161,7.08
-0.208,-0.839,0.428,-4.089,-52.124,16.846
-0.272,-0.902,0.464,7.202,-50.354,10.681
-0.254,-0.946,0.517,15.076,-47.18,-0.244
-0.316,-0.994,0.527,16.785,-46.021,-10.437
-0.392,-0.984,0.489,13.367,-44.861,-17.517
-0.475,-0.972,0.38,5.981,-38.696,-17.639
-0.477,-1.043,0.431,0.427,-20.264,-13.794
-0.456,-1.086,0.473,-0.793,-4.333,-13.55
-0.387,-1.018,0.495,-2.258,4.456,-14.893
-0.331,-0.968,0.494,-6.287,8.301,-12.573
-0.307,-0.907,0.419,-10.071,9.277,-6.897
-0.278,-0.873,0.382,-12.817,13.184,2.38
-0.228,-0.907,0.404,-11.353,18.799,9.705
-0.177,-0.903,0.403,-6.836,20.142,10.498
-0.121,-0.898,0.446,-4.028,18.677,8.667
-0.054,-0.879,0.487,-3.967,13.245,5.737
-0.024,-0.839,0.475,-3.418,2.319,4.028
-0.063,-0.837,0.433,-0.732,-7.935,4.517
-0.117,-0.881,0.423,-0.793,-12.939,5.005
-0.155,-0.933,0.432,-2.808,-14.038,1.282
-0.183,-0.957,0.44,-3.906,-13.794,-4.944
-0.207,-0.948,0.449,-5.981,-12.39,-11.108
-0.22,-0.929,0.452,-8.057,-10.681,-14.893
-0.225,-0.918,0.454,-8.545,-8.179,-14.099
-0.23,-0.914,0.463,-8.301,-5.493,-10.254
-0.236,-0.907,0.459,-7.446,-4.272,-5.554
-0.242,-0.897,0.444,-5.249,-3.906,-1.77
-0.24,-0.899,0.436,-1.892,-3.113,1.099
-0.227,-0.91,0.442,1.526,-2.197,3.113
-0.214,-0.921,0.448,4.089,-2.686,4.211
-0.208,-0.933,0.45,5.981,-4.211,5.066
-0.207,-0.957,0.441,6.226,-6.226,5.981
-0.208,-0.973,0.419,4.639,-7.385,6.042
-0.211,-0.983,0.415,1.526,-6.531,3.967
-0.211,-0.983,0.41,-1.648,-4.578,0.122
-0.213,-0.958,0.403,-4.761,-2.747,-3.357
-0.198,-0.94,0.435,-7.385,-0.122,-5.066
-0.186,-0.917,0.449,-8.667,0.977,-4.456
-0.188,-0.894,0.439,-8.85,0.122,-1.77
-0.201,-0.887,0.44,-8.179,0.488,1.892
-0.201,-0.897,0.447,-6.897,2.197,4.15
-0.193,-0.906,0.466,-5.798,3.906,4.822
-0.181,-0.907,0.484,-5.371,4.089,3.54
-0.165,-0.91,0.498,-5.737,2.625,2.38
-0.159,-0.907,0.501,-7.324,0.244,1.709
-0.165,-0.898,0.494,-8.179,-2.441,1.099
-0.172,-0.881,0.473,-8.179,-4.211,0.61
-0.179,-0.874,0.46,-7.874,-3.967,0.549
-0.175,-0.875,0.461,-7.507,-2.197,0.488
-0.16,-0.872,0.455,-6.714,-0.488,-0.183
-0.155,-0.863,0.443,-4.822,0.549,-1.221
-0.152,-0.857,0.443,-3.479,1.892,-1.709
-0.146,-0.866,0.453,-2.319,2.502,-1.526
-0.148,-0.88,0.459,-1.282,1.892,-1.404
-0.153,-0.889,0.453,-0.549,0.061,-1.038
-0.157,-0.897,0.44,-0.244,-1.587,-0.488
-0.161,-0.902,0.427,-0.122,-2.502,0.183
-0.167,-0.911,0.428,0.0,-2.197,0.61
-0.165,-0.917,0.432,0.122,-1.587,0.61
-0.153,-0.924,0.433,0.183,-1.465,0.671
-0.146,-0.933,0.439,-0.977,-1.526,0.793
-0.154,-0.938,0.443,-3.174,-2.136,0.977
-0.172,-0.938,0.437,-5.188,-3.54,-0.122
-0.183,-0.932,0.43,-7.019,-4.028,-2.197
-0.182,-0.918,0.439,-8.728,-3.296,-3.296
-0.181,-0.9,0.452,-9.705,-2.441,-3.296
-0.187,-0.885,0.454,-9.827,-2.197,-2.686
-0.181,-0.88,0.452,-8.911,-1.526,-1.709
-0.162,-0.876,0.454,-8.179,-0.244,-1.282
-0.144,-0.868,0.465,-6.958,0.854,-1.465
-0.13,-0.86,0.476,-5.249,0.793,-1.709
-0.133,-0.854,0.478,-4.211,-0.732,-1.709
-0.147,-0.858,0.474,-2.991,-2.258,-1.099
-0.158,-0.871,0.471,-2.319,-3.052,-0.183
-0.172,-0.883,0.472,-2.075,-2.991,0.183
-0.185,-0.899,0.469,-1.587,-2.563,-0.061
-0.188,-0.913,0.461,-2.38,-1.648,-1.099
0.801,2.229,0.155,1.038,-3.479,34.79
0.876,2.77,-0.086,48.645,-11.658,32.837
1.061,3.198,-0.294,68.42,-16.418,12.756
1.334,3.363,-0.592,83.496,-5.005,-42.725
1.613,3.47,-0.879,73.181,22.034,-129.089
1.965,3.637,-1.061,69.824,56.519,-243.347
2.251,3.923,-1.056,97.534,89.966,-366.333
2.061,4.0,-0.869,139.282,106.873,-468.689
1.404,3.971,-0.571,163.574,81.97,-544.617
0.736,3.691,-0.27,184.143,8.301,-605.469
0.266,3.343,-0.059,216.309,-106.628,-656.433
-0.388,3.129,0.263,261.658,-250.977,-696.655
-2.529,3.039,0.581,368.591,-386.902,-746.216
-3.902,1.229,0.081,483.887,-460.937,-744.446
-4.0,-1.247,-1.2,340.759,-490.112,-597.534
-4.0,-3.932,-1.955,199.646,-380.005,-434.998
-4.0,-4.0,-2.417,111.511,-230.286,-332.825
-3.998,-4.0,-2.324,-9.155,-54.932,-344.788
-2.65,-4.0,-1.549,-137.878,124.695,-466.797
-1.484,-3.246,-1.013,-200.012,189.575,-516.907
-0.521,-1.472,-0.788,-173.767,176.27,-440.063
-0.547,-0.152,0.06,-111.084,184.265,-283.936
-0.991,0.088,0.943,-102.783,175.781,-102.966
-0.573,-0.79,1.15,-36.621,60.913,18.372
-0.412,-1.254,0.753,71.289,-70.496,46.997
-0.646,-1.187,0.07,161.926,-152.344,23.132
-0.573,-1.237,-0.074,200.867,-157.532,8.362
-0.455,-1.566,0.031,194.702,-126.16,14.038
-0.464,-1.923,0.214,161.011,-91.98,20.996
-0.515,-2.038,0.438,103.577,-59.998,17.761
-0.417,-1.986,0.624,32.532,-41.077,3.174
-0.302,-1.735,0.518,-36.133,-39.185,-21.301
-0.245,-1.276,0.21,-87.341,-38.94,-48.279
-0.238,-0.877,0.003,-111.389,-17.639,-62.5
-0.206,-0.708,0.078,-114.319,21.79,-59.387
-0.081,-0.709,0.26,-100.769,54.26,-51.086
0.063,-0.722,0.43,-75.317,65.979,-46.936
0.141,-0.778,0.62,-48.706,57.983,-44.495
0.099,-0.68,0.625,-28.992,33.203,-38.025
0.102,-0.806,0.631,-19.531,7.385,-17.334
0.021,-0.931,0.622,-12.085,-14.893,-3.174
-0.094,-1.004,0.523,-4.333,-34.546,3.479
-0.181,-1.054,0.504,-0.671,-41.931,1.465
-0.217,-1.132,0.494,-0.916,-41.626,-3.845
-0.265,-1.083,0.441,-5.371,-37.903,-10.498
-0.252,-1.074,0.461,-11.536,-28.32,-12.695
-0.265,-1.021,0.45,-17.273,-17.822,-14.404
-0.222,-0.972,0.49,-20.63,-8.179,-12.695
-0.19,-0.936,0.544,-22.339,-2.136,-10.925
-0.167,-0.87,0.554,-20.508,-1.831,-10.376
-0.139,-0.821,0.572,-16.541,-3.296,-7.568
-0.1,-0.81,0.586,-11.414,-6.409,-2.075
-0.087,-0.828,0.575,-4.639,-12.573,3.479
-0.074,-0.856,0.575,1.892,-19.287,6.165
-0.085,-0.863,0.545,6.714,-25.94,5.798
-0.143,-0.85,0.499,9.46,-28.992,4.395
-0.175,-0.89,0.507,9.338,-24.902,5.432
-0.162,-0.937,0.503,5.676,-17.944,6.165
-0.143,-0.953,0.505,1.648,-11.169,4.211
-0.134,-0.954,0.503,-1.77,-5.188,-0.61
-0.12,-0.94,0.475,-6.531,0.122,-5.92
-0.097,-0.901,0.474,-11.597,6.653,-10.071
-0.055,-0.879,0.502,-14.221,11.658,-11.414
-0.02,-0.826,0.544,-13.733,11.78,-11.353
-0.012,-0.811,0.526,-10.864,5.737,-7.874
-0.034,-0.791,0.5,-5.92,-1.16,-3.723
-0.058,-0.795,0.483,-0.671,-6.104,1.465
-0.091,-0.818,0.458,4.944,-9.399,4.517
-0.137,-0.86,0.434,11.108,-10.925,6.165
-0.169,-0.92,0.424,14.954,-9.705,5.92
-0.159,-0.987,0.445,15.564,-6.165,4.517
-0.136,-1.014,0.456,14.221,-4.333,1.282
-0.134,-1.016,0.459,11.353,-4.15,-1.465
-0.129,-1.027,0.439,7.019,-4.211,-2.808
-0.133,-1.036,0.415,1.404,-3.479,-3.845
-0.137,-1.017,0.406,-4.089,-0.61,-5.676
-0.118,-0.977,0.412,-8.179,3.113,-7.446
-0.086,-0.938,0.443,-9.155,5.615,-7.019
-0.066,-0.913,0.473,-9.399,5.188,-5.005
-0.061,-0.897,0.485,-9.888,1.526,-2.136
-0.072,-0.893,0.494,-9.277,-2.625,0.549
-0.089,-0.892,0.496,-7.385,-6.104,2.197
-0.094,-0.893,0.502,-5.615,-8.728,2.625
-0.101,-0.891,0.498,-4.822,-10.803,3.052
-0.12,-0.894,0.497,-4.333,-11.719,3.845
-0.142,-0.908,0.493,-4.333,-10.681,4.883
-0.168,-0.922,0.484,-5.554,-7.751,4.761
-0.182,-0.92,0.477,-8.545,-3.662,1.892
-0.178,-0.905,0.464,-10.376,1.465,-2.991
-0.157,-0.878,0.459,-10.132,7.568,-7.507
-0.118,-0.856,0.471,-9.216,13.123,-10.62
-0.078,-0.834,0.485,-8.484,16.174,-10.559
-0.055,-0.819,0.488,-6.47,15.32,-8.667
-0.047,-0.815,0.475,-2.747,11.902,-5.798
-0.039,-0.827,0.465,1.709,7.69,-2.747
-0.039,-0.847,0.46,5.92,3.723,-0.122
-0.042,-0.879,0.458,8.484,-0.488,1.831
-0.05,-0.917,0.457,8.179,-4.395,3.723
-0.064,-0.945,0.451,6.47,-7.874,4.089
-0.088,-0.958,0.444,4.822,-10.62,2.808
-0.123,-0.959,0.434,5.066,-10.681,1.221
-0.143,-0.982,0.422,4.456,-7.446,-0.183
-0.138,-0.99,0.435,-1.221,-2.441,-2.38
-0.125,-0.964,0.451,-6.836,2.93,-5.981
-0.108,-0.922,0.447,-8.972,6.287,-10.132
-0.09,-0.894,0.46,-9.827,8.911,-10.986
-0.073,-0.884,0.483,-10.803,9.888,-9.399
-0.048,-0.882,0.495,-10.62,8.118,-7.324
-0.051,-0.87,0.49,-9.583,3.967,-5.798
-0.068,-0.857,0.482,-7.996,0.0,-4.15
-0.071,-0.863,0.473,-6.348,-3.235,-2.563
-0.075,-0.877,0.476,-4.15,-4.944,-1.526
-0.091,-0.887,0.482,-1.953,-6.165,-1.465
-0.099,-0.897,0.479,-0.488,-7.324,-1.77
-0.105,-0.906,0.474,0.366,-7.874,-1.709
-0.107,-0.924,0.474,-0.061,-7.324,-1.343
-0.116,-0.934,0.467,-1.892,-6.836,-1.831
-0.13,-0.929,0.447,-3.235,-6.042,-3.784
-0.134,-0.914,0.425,-3.418,-3.418,-5.859
1.077,2.673,-0.353,68.176,7.996,10.254
1.314,3.363,-0.684,105.896,-17.761,-5.798
1.553,3.727,-1.028,89.844,-32.776,-65.308
1.785,3.516,-1.332,26.855,-28.687,-161.56
1.861,3.257,-1.389,-17.7,-10.193,-266.296
1.856,3.214,-1.19,17.761,4.333,-381.897
1.592,3.208,-0.776,110.168,-5.981,-492.493
0.982,3.224,-0.443,176.208,-60.608,-561.096
0.188,2.937,-0.159,201.111,-151.978,-578.43
-0.641,2.294,0.052,224.06,-260.742,-574.463
-1.212,1.021,0.117,254.517,-379.395,-546.387
-1.64,-0.214,-0.106,270.569,-488.098,-498.718
-2.709,-1.256,-0.77,283.508,-508.545,-479.37
-3.457,-2.605,-0.804,250.488,-406.494,-475.769
-3.362,-3.638,-0.757,86.365,-292.053,-415.771
-3.45,-4.0,-0.981,-40.649,-163.391,-384.949
-2.891,-3.862,-0.917,-89.783,-45.532,-398.437
-2.04,-2.67,-0.755,-102.356,36.072,-435.303
-1.115,-1.25,-0.576,-39.917,79.468,-447.144
-0.441,-0.552,0.061,73.914,93.872,-373.718
-0.204,-0.609,0.741,156.128,59.692,-243.591
-0.103,-1.23,0.796,221.008,-54.871,-108.093
-0.289,-1.957,0.38,282.532,-191.345,-11.719
-0.776,-2.651,-0.057,303.223,-274.353,24.536
-1.331,-3.084,-0.414,255.615,-283.691,16.357
-1.449,-3.271,-0.52,152.039,-225.891,-10.559
-1.183,-3.073,-0.292,37.903,-130.249,-51.697
-0.833,-2.398,-0.053,-46.387,-40.527,-101.929
-0.462,-1.531,0.043,-104.37,24.109,-135.986
-0.09,-0.896,0.2,-139.648,70.801,-135.742
0.116,-0.518,0.431,-151.978,97.412,-111.45
0.243,-0.36,0.626,-142.029,97.595,-80.139
0.324,-0.311,0.683,-111.755,72.021,-58.716
0.246,-0.36,0.694,-67.871,37.659,-45.776
0.16,-0.378,0.7,-24.048,3.906,-31.799
0.168,-0.555,0.651,3.479,-30.701,-7.629
-0.026,-0.784,0.479,21.851,-56.58,13.611
-0.197,-1.027,0.458,37.964,-64.697,26.917
-0.32,-1.186,0.392,49.805,-63.232,26.123
-0.357,-1.236,0.317,51.27,-53.772,21.606
-0.341,-1.29,0.366,41.26,-33.936,19.104
-0.313,-1.349,0.395,22.339,-15.991,16.968
-0.322,-1.33,0.375,-3.052,-2.686,10.925
-0.306,-1.251,0.379,-25.818,9.888,1.953
-0.253,-1.137,0.378,-41.382,19.958,-7.141
-0.184,-1.01,0.377,-51.208,27.588,-13.611
-0.118,-0.899,0.403,-55.237,32.837,-16.418
-0.054,-0.819,0.43,-50.171,33.691,-15.503
-0.007,-0.767,0.442,-39.551,29.724,-11.536
0.037,-0.746,0.454,-29.907,22.583,-5.676
0.059,-0.742,0.464,-20.203,12.756,0.122
0.064,-0.748,0.456,-8.606,0.061,4.395
0.055,-0.77,0.441,1.038,-11.963,8.362
0.009,-0.824,0.437,7.935,-20.996,13.123
-0.043,-0.895,0.428,10.437,-26.123,17.883
-0.081,-0.953,0.404,8.911,-27.893,18.738
-0.108,-0.966,0.384,6.348,-24.78,14.16
-0.117,-0.941,0.391,2.991,-17.578,6.409
-0.108,-0.905,0.409,-0.366,-8.484,-1.77
-0.09,-0.879,0.423,-1.953,-0.732,-9.094
-0.062,-0.863,0.438,-3.479,5.554,-15.686
